Document Title,Authors,Publication Title,Publication Year,Abstract,DOI,PDF Link
Digital Human Techniques for Education Reform,"Guo, Peirong and Zhang, Qi and Tian, Chunwei and Xue, Wanli and Feng, Xiaocheng",Proceedings of the 2024 7th International Conference on Educational Technology Management,2025,"The rapid evolution of artificial intelligence, big data, and generative AI models has ushered in significant transformations across various sectors, including education. Digital Human Technique, an innovative technology grounded in advanced computer science and artificial intelligence, is reshaping educational paradigms by enabling virtual humans to simulate human behavior, express emotions, and interact with users. This paper explores the application of Digital Human Technique in education reform, focusing on creating immersive, intelligent classroom experiences that foster meaningful interactions between teachers and students. We define Digital Human Technique and delve into its key technical components such as character modeling and rendering, natural language processing, computer vision, and augmented reality technologies. Our methodology involves analyzing the role of educational digital humans created through these technologies, assessing their impact on educational processes, and examining various application scenarios in educational reform. Results indicate that Digital Human Technique significantly enhances the learning experience by enabling personalized teaching, increasing engagement, and fostering emotional connections. Educational digital humans serve as virtual teachers, interactive learning aids, and facilitators of emotional interaction, effectively addressing the challenges of traditional educational methods. They also promote a deeper understanding of complex concepts through simulated environments and interactive digital content.",10.1145/3711403.3711428,https://doi.org/10.1145/3711403.3711428
Is Human-AI Interaction CSCW?,,Companion Publication of the 2024 Conference on Computer-Supported Cooperative Work and Social Computing,2024,"As AI systems progress in their capabilities, Human-AI Collaboration is likely to become an increasingly prevalent paradigm in many domains, including business, education, entertainment, and social activities. Historically, only computer-mediated collaborations involving at least two people have been considered part of the field of study known as CSCW (computer-supported cooperative work). This panel will engage CSCW 2024 attendees with the controversial and timely question of whether the purview of CSCW should be expanded to include research on",10.1145/3678884.3689134,https://doi.org/10.1145/3678884.3689134
"An IS Research Agenda on Large Language Models: Development, Applications, and Impacts on Business and Management","Chau, Michael and Xu, Jennifer",ACM Trans. Manage. Inf. Syst.,2025,"Large language models have been advancing very rapidly and are making substantial impacts on all areas of business and management. We review the development of large language models and their applications in business and management, and identify the major issues and challenges faced by both practitioners and researchers. Based on our review, we propose an agenda for information systems researchers on large language models and discuss some of the potential directions for future research. Lastly, we present the articles in the special issue as exemplary research on large language models and discuss their implications.",10.1145/3713032,https://doi.org/10.1145/3713032
Is It Possible to Truly Understand Performance in LLMs?,"Greengard, Samuel",Commun. ACM,2024,"Seeking to understand when, and how, emergence takes place.",10.1145/3695860,https://doi.org/10.1145/3695860
AI Empowers the Construction of Marketing Courses in Application-Oriented Universities——From the Perspective of OBE Teaching Philosophy,"Tao, Si and Liu, Hua and Wang, Suyuan",Proceedings of the 2024 3rd International Conference on Artificial Intelligence and Education,2025,"In recent years, the disruptive development of Artificial Intelligence (AI) technology has triggered a series of industrial changes. How to cultivate the digital and intelligent literacy of students in marketing majors to meet the needs of marketing marketing is a huge challenge facing the marketing marketing course. In this context, based on the AI technology environment and from the perspective of OBE education philosophy, starting from the market's demand for graduates majoring in marketing, this article redesigns the teaching objectives, teaching content and methods, and teaching evaluation methods of marketing courses to cultivate modern intelligent marketing talents that meet market demand.",10.1145/3722237.3722279,https://doi.org/10.1145/3722237.3722279
ICAIE '24: Proceedings of the 2024 3rd International Conference on Artificial Intelligence and Education,,,2024,,,
Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Zhang, Xiaoyu and Xue, Fei and Albers, Alexander and Netland, Torbj\",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,2025,"Serious games, particularly board games, have long been employed in production management education to teach various concepts. While they have demonstrated educational effectiveness, their integration with emerging Industry 4.0 technologies remains limited. Furthermore, there is a lack of empirical research on how industry practitioners apply these digitization technologies in the workplace. To bridge this gap, we designed a course that integrates digital technologies into a traditional board game. We conducted two studies to evaluate both knowledge gains within the classroom and knowledge transfer back into the manufacturing industry. Our results show an improved understanding of the synergies between production management principles and Industry 4.0 technologies, as well as the real-world challenges students face when attempting to transfer this knowledge. Our work contributes pedagogical and practical perspectives on how technology-enhanced serious games can extend learning in and beyond the classroom.",10.1145/3706598.3714169,https://doi.org/10.1145/3706598.3714169
ICETM '24: Proceedings of the 2024 7th International Conference on Educational Technology Management,,,2024,,,
Teaching AI Literacy for Innovation: Work in Progress,"Sengewald, Timon and Tremmel, Agnes",Proceedings of the 2024 Computers and People Research Conference,2024,"This study addresses the question of how AI literacy could be taught in higher education institutions so that students acquire appropriate competences and skills that will later support them in using AI tools effectively in innovation processes. We used a design science approach to derive learning archetypes to design a corresponding course curriculum. To evaluate these learning archetypes, we had students work on innovation projects in a course and allowed students to use AI tools without restriction. However, the students were required to clearly state how they utilized the AI tools to produce their results. The results indicate that students who were deeply engaged with AI tools outperformed their peers. However, two groups of students were identified who would require different approaches in a course curriculum to potentially increase their AI literacy. While the first group of students underestimated the abilities of AI tools for their given task, the second group overestimated the results and was too early satisfied with them, lacking a certain amount of curiosity.",10.1145/3632634.3655874,https://doi.org/10.1145/3632634.3655874
ACE '24: Proceedings of the 26th Australasian Computing Education Conference,,,2024,,,
DEIT '25: Proceedings of the 2025 International Conference on Digital Education and Information Technology,,,2025,,,
Research on the Application of AIGC in Accounting Smart Classroom Teaching in Private Colleges and Universities,"Chen, Shu","Proceedings of the 2025 International Conference on Intelligent Systems, Automation and Control",2025,"Against the backdrop of the flourishing development of the digital economy, AIGC technology has made breakthrough progress The development of AIGC technology has made the smart classroom possible. This article mainly discusses the application of smart classroom teaching mode in accounting classroom teaching in private colleges and, and the research is carried out around the empowerment of AIGC to the accounting smart classroom in private colleges and universities. In the stage of teaching preparation, teachers accurately obtain students' learning basis, interest preferences and past learning behavior data with the help of the big data analysis platform, so as to formulate more targeted teaching plans, compatible teaching resources, and achieve individualized teaching. Before class, teachers carry out teaching design under the concept of smart classroom teaching and provide supporting teaching resources. Through platforms as “Rain Classroom”, “Zhengbao Cloud” and “Learning Channel”, learning content is published to various teaching platforms. Each student completes tasks and test questions issued by teachers on their own mobile client, and teachers need to analyze according to the data generated by Rain Classroom after the student activity is completed and prepare for the student activity in class. In the process of classroom teaching, intelligent teaching equipment becomes an able assistant to activate the atmosphere, supporting teachers to show vivid, pictures, videos, and easily carry out group discussions, voting and other interactive activities, stimulating students' enthusiasm to participate and enhancing their learning enthusiasm After class, the intelligent homework system pushes stratified homework according to classroom performance and students' knowledge shortcomings, to meet the needs of different students. After students submit their, the system automatically corrects and gives detailed wrong question analysis and learning suggestions, which helps students to find out the missing parts and make up for them. The survey that 30% of students believe that they can improve their computer practical operation ability through the teaching design facing the work process. This research helps the teaching of accounting classrooms in private colleges and universities and promotes the digital transformation and development of accounting education.",10.1145/3733054.3733075,https://doi.org/10.1145/3733054.3733075
WSDM '24: Proceedings of the 17th ACM International Conference on Web Search and Data Mining,,,2024,"It is our great pleasure to welcome you to the 17th ACM International Conference on Web Search and Data Mining - WSDM 2024. WSDM is one of the premier conferences in the fields of web search and data mining, with a dynamic and growing community from academia and industry. After two years of virtual conferences and in-person conferences in Singapore, the 2024 edition is an in-person conference with virtual elements. We hope you enjoy the conference at the",,
EKI '24: Proceedings of the 2nd International Conference on Educational Knowledge and Informatization,,,2024,,,
Exploring the Impact of AI Chatbots on Students' Entrepreneurial Intentions: An Empirical Study Using TPB and TAM,"Lin, Xiushui",Proceedings of the 2024 International Conference on Digital Society and Artificial Intelligence,2024,"Artificial Intelligence (AI) chatbots, represented by ChatGPT and others, as cutting-edge examples of the advancement of AI technology, are having a profound impact on all levels of the market, industry and society. As the technology continues to evolve, these intelligences are being applied in different fields: startup environments, and are demonstrating their unique potential and value. This study proposes a comprehensive survey model aimed at exploring the factors influencing exposure to AI chatbots on students' entrepreneurial intentions (EI). Employing a quantitative analysis method, data was collected from 450 respondents who had utilized AI chatbots. Subsequently, the study utilized confirmatory factor analysis (CFA) and structural equation modeling (SEM) techniques for data analysis, facilitating the validation of the proposed hypotheses. Findings indicate that perceived ease of use (PEU) significantly impacts perceived usefulness (PU). Moreover, attitude (ATT) is significantly influenced by both PEU and PU. Furthermore, entrepreneurial intention (EI) is significantly influenced by attitude (ATT), subjective norm (SN), and perceived behavioral control (PBC), with PU having no direct impact. This study contributes to the entrepreneurship literature by addressing this emerging topic.",10.1145/3677892.3677955,https://doi.org/10.1145/3677892.3677955
"Generative Artificial Intelligence for Future Education: Current Research Status, Hot Spots, and Research Trends","Han, Xiaotian","Proceedings of the 2024 8th International Conference on Algorithms, Computing and Systems",2025,"Generative artificial intelligence (GenAI), leveraging deep learning techniques such as neural networks, is revolutionizing education. This study explores the current research status, key areas, and emerging trends by analyzing 2,856 papers from 2014 to 2023 using CiteSpace software. Key findings reveal that: 1. The focus of GenAI research has shifted towards large language models, such as ChatGPT, especially since 2022. 2. Major research contributions come from China, the U.S., and South Korea, with China leading in institutional involvement. 3. Research trends indicate growing interest in AI applications for immersive education, deep learning models, and medical education. 4. Ethical considerations and data processing methodologies, including anomaly detection and data augmentation, are crucial emerging topics in the field. This paper outlines the most active research clusters and provides future directions for interdisciplinary applications and ethical AI.",10.1145/3708597.3708606,https://doi.org/10.1145/3708597.3708606
Global and Domestic Perspectives on AI in Education: A Knowledge Mapping Analysis Using CiteSpace,"Pan, Shengwu and Zeng, Qi and Li, Mingjiang and Yan, Na",Proceedings of the 4th Asia-Pacific Artificial Intelligence and Big Data Forum,2025,"This study utilized CiteSpace to perform an extensive knowledge mapping analysis of 826 Chinese articles and 488 international publications on artificial intelligence in education, obtained from the China National Knowledge Infrastructure (CNKI) and Web of Science databases, spanning the years 2014 to 2024. The research employed visualization methods, such as co-citation analysis and network algorithms, to comprehensively assess research hotspots, key topics, and emerging trends in the field, both domestically and internationally. Research indicates that overseas studies prioritize the incorporation of AI technology in education and the development of theoretical frameworks, whereas domestic research focuses on the practical use of AI in curriculum development and educational administration. Despite these divergent perspectives, both international and domestic research entities share a mutual interest in the use and advancement of AI in education, especially in relation to personalized learning and educational equity. To promote AI in global education, Future research should prioritize AI-driven digital transformation and standardization in education, Interdisciplinary collaboration and leveraging big data analytics will enhance innovation and decision-making, Addressing ethical issues, privacy, and societal acceptance is crucial for equitable and sustainable educational development.",,https://doi.org/10.1145/3718491.3718558
"LDT '24: Proceedings of the 2024 Symposium on Learning, Design and Technology",,,2024,,,
Research on a College Student Career Development Direction Prediction Model Based on Sequential Algorithms,"Huang, Fei and Feng, Zhibo",Proceedings of the 2024 International Conference on Intelligent Education and Computer Technology,2024,"This study presents a prediction model for college student career development directions based on sequential algorithms. The goal is to create a model that helps students understand potential career paths based on their academic and extracurricular experiences. By leveraging machine learning techniques, particularly sequential algorithms, we aim to provide a data-driven approach to career guidance. The sequential algorithms used in this study include Recurrent Neural Networks (RNNs), Long Short-Term Memory (LSTM) networks, and Transformer models. These algorithms are capable of handling sequential data and capturing temporal dependencies in a student's academic journey. We collected multi-year data encompassing academic records, extracurricular activities, internships, and job placements. Data preprocessing steps included normalization, handling missing values, and encoding categorical variables. The models were trained and evaluated based on metrics such as accuracy, precision, recall, and F1-score. Preliminary results indicate that LSTM networks outperform RNNs and Transformer models in terms of prediction accuracy. Our findings demonstrate the potential of sequential algorithms in predicting college student career development directions and offer more accurate and personalized career guidance.",10.1145/3687311.3687413,https://doi.org/10.1145/3687311.3687413
How Do Hackathons Foster Creativity? Towards Automated Evaluation of Creativity at Scale,"Falk, Jeanette and Chen, Yiyi and Rafner, Janet and Zhang, Mike and Bjerva, Johannes and Nolte, Alexander",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,2025,"Hackathons have become popular collaborative events for accelerating the development of creative ideas and prototypes. There are several case studies showcasing creative outcomes across domains such as industry, education, and research. However, there are no large-scale studies on creativity in hackathons which can advance theory on how hackathon formats lead to creative outcomes. We conducted a computational analysis of 193,353 hackathon projects. By operationalizing creativity through usefulness and novelty, we refined our dataset to 10,363 projects, allowing us to analyze how participant characteristics, collaboration patterns, and hackathon setups influence the development of creative projects. The contribution of our paper is twofold: We identified means for organizers to foster creativity in hackathons. We also explore the use of large language models (LLMs) to augment the evaluation of creative outcomes and discuss challenges and opportunities of doing this, which has implications for creativity research at large.",10.1145/3706598.3713447,https://doi.org/10.1145/3706598.3713447
ITiCSE 2024: Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 2,,,2024,"Welcome to the 29th annual conference on Innovation and Technology in Computer Science Education (ITiCSE 2024), hosted by Universita degli Studi di Milano in Milan, Italy.ITiCSE 2024 will take place from Friday July 5 to Wednesday July 10. The conference program includes a keynote address, paper sessions, a panel, tips, techniques &amp; courseware demonstrations, posters, a doctoral consortium, and working group presentations. Working groups meet July 5-7 and will submit draft reports before the conference begins on July 8.The submissions to ITiCSE 2024 were reviewed by 446 researchers and practitioners from computing education and related fields, including 44 program committee members and 402 reviewers. Thanks to their outstanding effort and commitment, every submission received a metareview and most received at least three reviews, providing authors of all submissions with constructive feedback. Although no review process is flawless, we are confident that this effort led to a vibrant conference program, capturing multiple voices and perspectives in the field.",,
IT Research in Marginalized Contexts: An Evolving Landscape,"Joshi, K.D. and Deng, Xuefei (Nancy)",SIGMIS Database,2024,"Information systems (IS) scholars are gradually conducting research on socio-technical issues in marginalized contexts to uncover inequities and injustices and empower them through technology. In support of the evolving IS research landscape, a dedicated track on IT, social justice, and marginalized contexts was organized at HICSS 2024 that would allow the IS community to attract, promote, and grow research on marginalized contexts systematically and deliberately. This editorial presents a brief overview of the ten mini-tracks accepted as a part of this special HICSS 2024 track and highlights the prominent themes showcased in the 39 accepted papers. The editorial calls for IS scholars to challenge the hegemonic conduct of IS research and advance scholarship in this space by prioritizing intellectual conversations that mitigate the risks of constructing a future where technological spaces, digital applications, and machine intelligence mirror a narrow and privileged vision of society with its biases and stereotypes. The editorial concludes with a call to collectively seed a scholarly legacy in IT research within marginalized contexts at HICSS.",10.1145/3663682.3663684,https://doi.org/10.1145/3663682.3663684
CSCW Companion '24: Companion Publication of the 2024 Conference on Computer-Supported Cooperative Work and Social Computing,,,2024,"Welcome to the 27th ACM Conference on Computer-Supported Cooperative Work and Social Computing (CSCW 2024). This year's conference is particularly special, as it marks the first time CSCW to be held in Latin America - a highly anticipated milestone for our Latin American community. We are excited to gather in San Jose, Costa Rica, and host a hybrid event that allows remote participation from community members worldwide.As in previous years, CSCW 2024 brings together a variety of disciplines, from system design to critical analysis, to propose, examine, and reimagine technologies that support groups and communities. As our discipline evolves, new topics continuously emerge and are embraced by our community. This year, we see an emphasis on issues centered around AI, including explainability, fairness, and AI-human collaboration. At the same time, our long-standing concerns remain well represented, including work on group dynamics and decision-making, social media, inclusive and culturally aware design, co-design with marginalized communities, and the creation of socially responsible tools. This year, we invited 387 PACM-HCI, TSC, and TOCHI papers to be presented alongside a diverse lineup of workshops, posters, demos, SIGs, panels, and the doctoral consortium. Below are the numbers of reviewed and accepted submissions for each track featured in this conference companion.",,
ITiCSE 2025: Proceedings of the 30th ACM Conference on Innovation and Technology in Computer Science Education V. 1,,,2025,"Welcome to the 30th annual conference on Innovation and Technology in Computer Science Education (ITiCSE 2025), hosted by Radboud University in Nijmegen, The Netherlands.ITiCSE 2025 will take place from Friday, 27 June to Wednesday, 2 July. The conference program includes plenary lectures, paper sessions, panels, tips, techniques &amp; courseware demonstrations, posters, a doctoral consortium, and working group presentations. Working groups meet from 27 to 29 June and will submit draft reports before the conference begins on 30 June.The program includes two keynote talks by scholars from neighbouring disciplines, to help the community explore new challenges and reflect on scientific progress in the field. Our opening speaker, Inge Molenaar, will present her views about 'Human-AI Collaboration in Education: The Hybrid Future'. At the end of the conference, Danny Beckers will address the conference in a plenary session with a talk entitled 'On the Connection between Blind Dates and Teaching Programming'.Reviewing of submissions for ITiCSE 2025 involved 323 researchers and practitioners from computing education and related fields, including 38 programme committee members. Thanks to their outstanding effort and commitment, every submission received a metareview and most received at least three reviews, providing authors of all submissions with constructive feedback. Although no review process is flawless, we are confident that this effort led to a vibrant conference program, capturing multiple voices and perspectives in the field.We received 354 full paper submissions for the conference. The programme committee worked very hard to select 99 papers to be presented at ITiCSE 2025 and published in the proceedings. The proceedings also include the opening keynote abstract, 23 tips, techniques, &amp; courseware submissions, and abstracts for 9 working groups, 3 panels, 45 posters, and 16 doctoral consortium participants.",,
ICETC '24: Proceedings of the 2024 16th International Conference on Education Technology and Computers,,,2024,,,
ICAITE '24: Proceedings of the 2024 International Conference on Artificial Intelligence and Teacher Education,,,2024,,,
BDIOT '24: Proceedings of the 2024 8th International Conference on Big Data and Internet of Things,,,2024,,,
Research on the Construction of Digital Knowledge Graphs Based on Resources of National First-Class Undergraduate Programs,"Li, Yanjun and Yang, Ruiting and Guo, Donghao and Song, Yu",Proceedings of the 2024 3rd International Conference on Artificial Intelligence and Intelligent Information Processing,2025,"[Purpose/Significance]: The digitalization of education is an essential path to advancing higher education. The construction of knowledge graphs is a key approach to achieving the digitalization and intelligence of education. [Method/Process]: This paper leverages the rich video resources of existing national first-class undergraduate programs and, based on the teaching orientations of different universities, independently designs customized ontologies and extraction principles. These are then integrated into the LLM knowledge graph builder to ensure the hierarchical structure of the overall course framework. The course video content is transformed into text form, and large language models (LLMS) and word segmentation tools are used for core content extraction, text cleaning, and lexical analysis. The structured text is then converted into SPO (Subject-Predicate-Object) triplets database. [Results/Conclusions]: Finally, the database is imported into the LLM knowledge graph builder, which is pre-configured with extraction rules. It will automatically generate the knowledge graph. After the text is imported into the LLM knowledge graph builder, it will be manually checked to ensure it better meets the actual needs of the students. [Innovation/Limitations]: The research team plans to apply the knowledge graph to train a specialized knowledge-based Q&amp;A assistant. This will support students' understanding and self-assessment of knowledge points in an online learning community. Student feedback will be used to improve and enrich the knowledge graph. Compared to existing methods, this approach better aligns with the constantly evolving digital teaching resources available online, offering more comprehensive and higher-level automation.",10.1145/3707292.3707389,https://doi.org/10.1145/3707292.3707389
ICBDIE '25: Proceedings of the 2025 International Conference on Big Data and Informatization Education,,,2025,,,
CHI EA '24: Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,,,2024,,,
Integration of Artificial Intelligence and Business Administration Professional Education -New Educational and Teaching Model,"Liu, Guanlin and Ouyang, Zhaoyong",Proceedings of the 2023 International Conference on Information Education and Artificial Intelligence,2024,"With the rapid development of Internet technology, artificial intelligence technology has become an indispensable part of people's lives, and the business administration profession has also developed significantly in the process of social demand as well as its continuous reform and exploration. In the context of the new artificial intelligence era, to meet the changes in college students and the teaching environment, as well as the development of the new era of business administration specialization and the need for the cultivation of applied business administration talents, it is necessary to reform the teaching of business administration in colleges and universities. As far as the teaching of business administration is concerned, to further meet the actual needs of students' professional learning, teachers should follow the trend of the times, make full use of the",10.1145/3660043.3660180,https://doi.org/10.1145/3660043.3660180
IECT '24: Proceedings of the 2024 International Conference on Intelligent Education and Computer Technology,,,2024,,,
ISAIE '24: Proceedings of the 2024 International Symposium on Artificial Intelligence for Education,,,2024,,,
CHI '24: Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,,,2024,,,
ITiCSE 2024: 2024 Working Group Reports on Innovation and Technology in Computer Science Education,,,2025,,,
"ICADI '24: Proceedings of the 2024 International Conference on Artificial Intelligence, Digital Media Technology and Interaction Design",,,2024,,,
Digital Dreams Have Become Nightmares: What We Must Do,"Baecker, Ronald M. and Grudin, Jonathan",,2024,"This book offers a compelling discussion of the digital dreams that have come true, their often unintended side effects (nightmares), and what must be done to counteract the nightmares. It is intended as an impetus to further conversation not only in homes and workplaces, but in academic courses and even legislative debates. Equally importantly, the book is a presentation of what digital technology professionals need to know about these topics and the actions they should undertake individually and in support of other citizens, societal initiatives, and government. The author begins by introducing the amazing progress made in digital technologies over the past 80 years. Pioneering engineers dreamed of potential uses of technology through their writing and technical achievements, further inspiring thousands of researchers to bring the dreams to life, and to dream new dreams as well. The second part of the book describes the myriad adverse side effects and unanticipated challenges that arose as those dreams were pursued and achieved. Examples include rampant misinformation on social media, ransomware, autonomous weapons, and the premature use of AI before it is reliable and safe.The book closes with a positive call to action, outlining ways to address the challenges through ethical career choices, careful analysis, thoughtful design, research, citizen engagement, legislation/regulation, and careful consideration of how bad actors may use technology. Readers of Digital Dreams Have Become Nightmares should become more knowledgeable, wiser, and also cautiously optimistic, determined to affect positive changes through their design, creation, and use of technology.“Are you feeling happy about the role of information technology in the world today? You should read this book for a dose of reality. Are you in despair about it? This book is the prescription for that condition, too! Nobody else could cover the landscape as Ron Baecker does.” - Clayton Lewis, Emeritus Professor, University of Colorado Boulder“This book is a captivating review of important computing developments. Many things talked about as new today have been around for a long time. Much can be learned from the past. The book also teaches a careful and consistent method that enables the reader to do this kind of work as the need arises. The book suggests the need will arise.” - John Leslie King, Emeritus Professor, University of Michigan",,
WWW '25: Proceedings of the ACM on Web Conference 2025,,,2025,"The 2025 ACM Web Conference (WWW '25) took place from April 28 to May 2, 2025, in the Sydney Convention &amp; Exhibition Centre, Australia. Its logo, featuring the Sydney Harbour Bridge, symbolizes the core",,
C&amp;C '23: Proceedings of the 15th Conference on Creativity and Cognition,,,2023,,,
GAIIS '25: Proceedings of the 2025 2nd International Conference on Generative Artificial Intelligence and Information Security,,,2025,,,
ICEMT '23: Proceedings of the 7th International Conference on Education and Multimedia Technology,,,2023,,,
SIGITE '23: Proceedings of the 24th Annual Conference on Information Technology Education,,,2023,,,
Design and Implementation of the,"Kong, Deyan and Fang, Xin and Chen, Zeyang and Huang, Mingxiang and Han, Xinni",Proceedings of the 2024 International Conference on Smart Healthcare and Wearable Intelligent Devices,2024,The,10.1145/3703847.3703868,https://doi.org/10.1145/3703847.3703868
ICIEAI '24: Proceedings of the 2024 2nd International Conference on Information Education and Artificial Intelligence,,,2024,,,
ICDEL '24: Proceedings of the 2024 9th International Conference on Distance Education and Learning,,,2024,,,
Research on the application and practice of curriculum with AI assistance based on students' adaptive learning needs,"Ji, Zibo and Li, Yanjun and Yang, Ruiting and Wu, Haoning",Proceedings of the 2024 International Conference on Intelligent Education and Computer Technology,2024,"In the era of continuous development of education from informationization to digital transformation, in order to improve students' learning autonomy in mechanics courses and to solve the problem of resource richness and personalized demand of mechanics course teaching under the demand of students' self-adaptive learning, through the fusion technology of big language model and knowledge graph, the interaction technology of Solidworks 3D modeling and Realibox rendering, and cloud computing, cloud supervision and other technological tools to assist teaching by providing knowledge systematic model and visualization model to help students effectively complete the learning tasks and cultivate and improve their independent learning ability. Supervision and other technical tools through the provision of knowledge systematic model and visualization model to assist teaching, help students effectively complete the learning task and cultivate and improve independent learning ability.",10.1145/3687311.3687317,https://doi.org/10.1145/3687311.3687317
Examining the Text-to-Image Community of Practice: Why and How do People Prompt Generative AIs?,,Proceedings of the 15th Conference on Creativity and Cognition,2023,"Image generation gained popularity with machine learning (ML) models generating images from text, fuelling new online communities of practices. This work explores the sociology, motivations, and usages of AI art hobbyists. We analyzed an online questionnaire answered by 64 practitioners and a dataset of user prompts sent to the Stable Diffusion generative model. Our findings suggest that TTI generation is a recreational activity mainly conducted by narrow socio-demographic groups who use auxiliary techniques across platforms and beyond request-response interactions. Inherent model limitations and finding suitable prompt formulation are the main obstacles practitioners face. A taxonomy and a corresponding ML model capable of recognizing the semantic content of unseen prompts were created to conduct the user prompt analysis. The prompt analysis revealed that artist names are the main specifier used beside the main subject, often in sequences. We finally discuss the design and socio-technical implications of our work for creativity support.",10.1145/3591196.3593051,https://doi.org/10.1145/3591196.3593051
ICCSMT '24: Proceedings of the 2024 5th International Conference on Computer Science and Management Technology,,,2024,,,
IWSiB '24: Proceedings of the 7th ACM/IEEE International Workshop on Software-intensive Business,,,2024,"The workshop brings together research communities working on softwareintensive business and software engineering. It aims to bridge the gap between the research in these areas. This year's theme,",,
Index Design of Three Dimensional Evaluation within “Digital Applications” - Based on a Survey of College Liberal Arts Teachers,"Xu, Changyu and Meng, Qingwei",Proceedings of the 2024 7th International Conference on Educational Technology Management,2025,"“Digital application” is a sub dimension of the framework model of the Ministry of Education's “Teacher Digital Literacy”, and is the core element for teachers to achieve digital education and teaching. At present, China has not yet formed a quantitative statistical value for the qualification rate of digital literacy of vocational education teachers. This article uses qualitative research and analytic hierarchy process to construct evaluation indicators for digital application of liberal arts teachers in Colleges, with the aim of providing important significance for digital literacy training and ability training and evaluation of liberal arts teachers in Colleges.",10.1145/3711403.3711459,https://doi.org/10.1145/3711403.3711459
SIGMIS-CPR '24: Proceedings of the 2024 Computers and People Research Conference,,,2024,,,
ISBDAI '24: Proceedings of the 2024 4th International Symposium on Big Data and Artificial Intelligence,,,2024,,,
Mindtrek '24: Proceedings of the 27th International Academic Mindtrek Conference,,,2024,,,
MobileHCI '24 Adjunct: Adjunct Proceedings of the 26th International Conference on Mobile Human-Computer Interaction,,,2024,,,
ICISDM '24: Proceedings of the 2024 8th International Conference on Information System and Data Mining,,,2024,,,
DSAI '24: Proceedings of the 2024 International Conference on Digital Society and Artificial Intelligence,,,2024,,,
Promote Caution about Using AI Prematurely,,Digital Dreams Have Become Nightmares: What We Must Do,2024,"This book offers a compelling discussion of the digital dreams that have come true, their often unintended side effects (nightmares), and what must be done to counteract the nightmares. It is intended as an impetus to further conversation not only in homes and workplaces, but in academic courses and even legislative debates. Equally importantly, the book is a presentation of what digital technology professionals need to know about these topics and the actions they should undertake individually and in support of other citizens, societal initiatives, and government. The author begins by introducing the amazing progress made in digital technologies over the past 80 years. Pioneering engineers dreamed of potential uses of technology through their writing and technical achievements, further inspiring thousands of researchers to bring the dreams to life, and to dream new dreams as well. The second part of the book describes the myriad adverse side effects and unanticipated challenges that arose as those dreams were pursued and achieved. Examples include rampant misinformation on social media, ransomware, autonomous weapons, and the premature use of AI before it is reliable and safe.The book closes with a positive call to action, outlining ways to address the challenges through ethical career choices, careful analysis, thoughtful design, research, citizen engagement, legislation/regulation, and careful consideration of how bad actors may use technology. Readers of Digital Dreams Have Become Nightmares should become more knowledgeable, wiser, and also cautiously optimistic, determined to affect positive changes through their design, creation, and use of technology.“Are you feeling happy about the role of information technology in the world today? You should read this book for a dose of reality. Are you in despair about it? This book is the prescription for that condition, too! Nobody else could cover the landscape as Ron Baecker does.” - Clayton Lewis, Emeritus Professor, University of Colorado Boulder“This book is a captivating review of important computing developments. Many things talked about as new today have been around for a long time. Much can be learned from the past. The book also teaches a careful and consistent method that enables the reader to do this kind of work as the need arises. The book suggests the need will arise.” - John Leslie King, Emeritus Professor, University of Michigan",,https://doi.org/10.1145/3640479.3640496
SBQS '24: Proceedings of the XXIII Brazilian Symposium on Software Quality,,,2024,,,
Positive by Design: The Next Big Challenge in Rethinking Media as Agents?,"Antonini, Alessio",Proceedings of the 34th ACM Conference on Hypertext and Social Media,2023,"Hypertext and Web pioneers had high aspirations and expectations about the potential positive impact of technology. However, studies in the last decades have shown how widely adopted social and intelligent media are either amplifiers or a source of adverse detrimental effects on their users. On the one hand, we now have a better understanding of these negative phenomena and strategies to identify and quantify their effects. On the other hand, as a community, we should take on the challenge of steering hypertext technologies toward positive applications. This position paper argues for a proactive role of the hypertext community in the design of agent media result of combining social media with intelligent algorithms. This silent paradigm shift introduced third-party proactive agents in a wide range of human-to-human interactions. We are today at a point where social media and global web applications cannot operate without such systems and demand, in the author's opinion, a similar proactive role of academia and scholars in understanding and driving their design for positive goals. This position paper outlines the need for this challenge to be taken on, and how and why the Hypertext community could lead in its own way this vision forward.",10.1145/3603163.3609068,https://doi.org/10.1145/3603163.3609068
