Document Title,Authors,Publication Title,Publication Year,Abstract,DOI,PDF Link
ITiCSE 2024: Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 2,,,2024,"Welcome to the 29th annual conference on Innovation and Technology in Computer Science Education (ITiCSE 2024), hosted by Universita degli Studi di Milano in Milan, Italy.ITiCSE 2024 will take place from Friday July 5 to Wednesday July 10. The conference program includes a keynote address, paper sessions, a panel, tips, techniques &amp; courseware demonstrations, posters, a doctoral consortium, and working group presentations. Working groups meet July 5-7 and will submit draft reports before the conference begins on July 8.The submissions to ITiCSE 2024 were reviewed by 446 researchers and practitioners from computing education and related fields, including 44 program committee members and 402 reviewers. Thanks to their outstanding effort and commitment, every submission received a metareview and most received at least three reviews, providing authors of all submissions with constructive feedback. Although no review process is flawless, we are confident that this effort led to a vibrant conference program, capturing multiple voices and perspectives in the field.",,
SIGCSE Virtual 2024: Proceedings of the 2024 on ACM Virtual Global Computing Education Conference V. 1,,,2024,"On behalf of SIGCSE Virtual 2024 Steering, Organization, and Program Committees, we would like to welcome you to this wonderful event. SIGCSE Virtual 2024, 1st ACM Virtual Global Computing Education Conference is now a reality after over a year of work by all the committee members. We like to send our special thanks to the SIGCSE Board and ACM for their continued support, encouragement and facilitation.One of the major goals of SIGCSE Virtual is to promote an inclusive and easily accessible conference to all interested in CS education research and practice. The hope is to allow those who are not able to easily travel to SIGCSE conferences to participate virtually from around the world. For this reason, the core of the conference follows all other SIGCSE conferences by providing papers, panels, posters/lightning talks, working groups, and doctoral consortium sessions dedicated to CS education research and practice.The conference has different themes based on the global aspects of CS education while considering regional circumstances. The sessions are offered considering time-zone constraints. The online program adjusts to time zones.Several different activities are provided besides the technical sessions by conference sponsors as well as for social engagements. All these activities are included in the program.",,
ITiCSE 2024: Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,,,2024,,,
ITiCSE 2025: Proceedings of the 30th ACM Conference on Innovation and Technology in Computer Science Education V. 2,,,2025,"Welcome to the 30th annual conference on Innovation and Technology in Computer Science Education (ITiCSE 2025), hosted by Radboud University in Nijmegen, The Netherlands.ITiCSE 2025 will take place from Friday, 27 June to Wednesday, 2 July. The conference program includes plenary lectures, paper sessions, panels, tips, techniques &amp; courseware demonstrations, posters, a doctoral consortium, and working group presentations. Working groups meet from 27 to 29 June and will submit draft reports before the conference begins on 30 June.The program includes two keynote talks by scholars from neighbouring disciplines, to help the community explore new challenges and reflect on scientific progress in the field. Our opening speaker, Inge Molenaar, will present her views about 'Human-AI Collaboration in Education: The Hybrid Future'. At the end of the conference, Danny Beckers will address the conference in a plenary session with a talk entitled 'On the Connection between Blind Dates and Teaching Programming'.Reviewing of submissions for ITiCSE 2025 involved 323 researchers and practitioners from computing education and related fields, including 38 programme committee members. Thanks to their outstanding effort and commitment, every submission received a metareview and most received at least three reviews, providing authors of all submissions with constructive feedback. Although no review process is flawless, we are confident that this effort led to a vibrant conference program, capturing multiple voices and perspectives in the field.We received 354 full paper submissions for the conference. The programme committee worked very hard to select 99 papers to be presented at ITiCSE 2025 and published in the proceedings. The proceedings also include the opening keynote abstract, 23 tips, techniques, &amp; courseware submissions, and abstracts for 9 working groups, 3 panels, 45 posters, and 16 doctoral consortium participants.",,
CulturAI: Exploring Mixed Reality Art Exhibitions with Large Language Models for Personalized Immersive Experiences,"Constantinides, Nicolas and Constantinides, Argyris and Koukopoulos, Dimitrios and Fidas, Christos and Belk, Marios","Adjunct Proceedings of the 32nd ACM Conference on User Modeling, Adaptation and Personalization",2024,"Mixed Reality (MR) technologies have transformed the way in which we interact and engage with digital content, offering immersive experiences that blend the physical and virtual worlds. Over the past years, there has been increasing interest in employing Artificial Intelligence (AI) technologies to improve user experience and trustworthiness in cultural contexts. However, the integration of Large Language Models (LLMs) into MR applications within the Cultural Heritage (CH) domain is relatively underexplored. In this work, we present an investigation into the integration of LLMs within MR environments, focusing on the context of virtual art exhibitions. We implemented a HoloLens MR application, which enables users to explore artworks while interacting with an LLM through voice. To evaluate the user experience and perceived trustworthiness of individuals engaging with an LLM-based virtual art guide, we adopted a between-subject study design, in which participants were randomly assigned to either the LLM-based version or a control group using conventional interaction methods. The LLM-based version allows users to pose inquiries about the artwork displayed, ranging from details about the creator to information about the artwork’s origin and historical significance. This paper presents the technical aspects of integrating LLMs within MR applications and evaluates the user experience and perceived trustworthiness of this approach in enhancing the exploration of virtual art exhibitions. Results of an initial evaluation provide evidence about the positive aspect of integrating LLMs in MR applications. Findings of this work contribute to the advancement of MR technologies for the development of future interactive personalized art experiences.",10.1145/3631700.3664874,https://doi.org/10.1145/3631700.3664874
SIGCSETS 2025: Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,,,2025,"Welcome to the 56th annual SIGCSE Technical Symposium on Computer Science Education (SIGCSE TS 2025)! For the first time since 1978, our symposium is being held in the",,
ITiCSE-WGR '23: Proceedings of the 2023 Working Group Reports on Innovation and Technology in Computer Science Education,,,2023,"In these proceedings, we present papers from the Working Groups that worked in the context of the 28th Annual Conference on Innovation &amp; Technology in Computer Science Education (ITiCSE), held in Turku Finland, and hosted by University of Turku from the 10th to the 12th of July 2023.The concept of Working Groups has been a unique feature of the ITiCSE conference series since its inception, with CompEd adopting the Working Group practice in 2019. A Working Group typically comprises 5 to 10 researchers who work together on a project related to computing education. Working Groups provide a wonderful opportunity to work intensively on a topic of interest with an international group of computing education researchers. This unique experience is one that, in our opinion, each Computer Science Educator should strive to participate in at least once.In 2023, 13 proposals for Working Groups were received and six Working Groups were selected by the Working Group chairs to recruit members and proceed for ITiCSE 2023. There were over 100 member applications to Working Groups, with 67 being accepted across the six Working Groups.",,
SIGCSE 2024: Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,,,2024,"Welcome to the 55th annual SIGCSE Technical Symposium on Computer Science Education (SIGCSE TS 2024)! This year, we have returned to Portland, Oregon. We hope that, like us, you are looking forward to a highly productive and engaging symposium that provides ample opportunity to renew old relationships, build new connections, and learn about the latest advances in our field. While we are sure that there will be a few surprises along the way, we hope and expect that we won't experience anything nearly as disruptive as the opening days of the pandemic, which occurred when we last tried to gather here in 2020.Our theme for this year's symposium is",,
Examining the Differences in Three Computing Fields with High School Students,"Perkins Coppola, Matthew and Kim, Beomjin and Parker, Michelle and Wang, Guoping and Bolinger, Thomas",Proceedings of the 25th Annual Conference on Information Technology Education,2024,"Anecdotal evidence from admissions visits and conversations with students suggested that high school students received little to no guidance from school counselors and teachers on the differences between computer science (CS), computer engineering (CmpE), and information technology (IT) or the high school coursework needed to position students for success. Retention rates in these undergraduate computing degree programs were impacted by this lack of information and guidance, with local four-year graduation rates in just above 20% and four-year retention rates hovering just above 50%. Many of those students had selected the wrong major for their personal interests or career goals. To address this problem prior to attending a university, an interdisciplinary research team consisting of four faculty members from CS, CmpE, and IT and a fifth from education (EDU) developed the one-week Summer Computing Camp (SCC) for high school students. The SCC curriculum aimed to increase students' understanding of computing-related majors and to promote higher education in computing fields. Campers received daily instruction on the core components of CS, CmpE, and IT and practical experience in each through hands-on laboratories. Specific skills developed include computer programming in Python, basics of electrical circuits, integrating computer hardware and software, computer networking, and cyber security. Campers were introduced to computing careers and majors through presentations and guest speakers during the Lunch and Learn time. At the end of the week, teams of campers applied these skills to an Internet of Things-themed Capstone project, which they presented to their peers and parents. Pre- and post-surveys and tests provided evidence that camp participants increased their understanding of the differences between CS, CmpE, and IT as well as the career trajectories associated with each. Evidence also suggests that camp participants left the program more confident as to which computing field they were most interested in pursuing.",10.1145/3686852.3687070,https://doi.org/10.1145/3686852.3687070
Instructional Guidance,,Supplement to CSEC 2017: Foundational Cybersecurity Content and Instructional Guidance for Secondary and Postsecondary Cybersecurity Education,2025,"This curriculum project involved a review of the Cybersecurity Curricula 2017 (CSEC 2017) guidelines and recommendation of learning outcomes that support foundational collegiate-level courses and upperlevel high school cybersecurity offerings, comparable to Advanced Placement (AP) content. The primary goal of this document is to provide a foundational cybersecurity education framework that can be implemented by both post-secondary institutions and high schools. These guidelines aim to bridge the gap between secondary and post-secondary education in cybersecurity to support broad transferability across institutions and ensure continuity for students.",,
ICETC '24: Proceedings of the 2024 16th International Conference on Education Technology and Computers,,,2024,,,
"Fear, Fun or None: A Qualitative Quest Towards Unlocking Cybersecurity Attitudes","von Preuschen, Alexandra and Benda, Carolin and Schuhmacher, Monika Christine and Zimmermann, Verena",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,2025,"Employees, once seen as the weakest link in organizational cybersecurity, are now recognized as crucial defenders against malicious attacks. Thus, understanding employee attitudes towards cybersecurity, a major factor driving security behavior, is essential for protecting organizations. Using semi-structured interviews and focus groups, this study holistically explores attitudes toward cybersecurity, its influencing factors, and the employees’ needs for fostering positive attitudes. The study offers in-depth insights into affective, cognitive, and behavioral components of attitudes, ranging from annoyance and fear to appreciation for cybersecurity measures. Influencing key factors include (in)direct cybersecurity experiences and individual perceptions - both highlighting social influences. For developing positive attitudes, employees express needs related to the company’s social and cultural framework, communication styles, educational contents and formats. The study contributes to developing effective security strategies that address the individual, social, and organizational factors that shape cybersecurity attitudes, ultimately promoting a stronger organizational security.",10.1145/3706598.3713538,https://doi.org/10.1145/3706598.3713538
LAMPS '24: Proceedings of the 1st ACM Workshop on Large AI Systems and Models with Privacy and Safety Analysis,,,2024,"This volume contains papers presented at the 1st ACM Workshop on Large AI Systems and Models with Privacy and Safety Analysis (LAMPS), which was held on October 14, 2024, in Salt Lake City, USA.This year we received 18 paper submissions from Australia, China, Italy, Luxembourg, Singapore, South Korea, USA, and Vietnam, and 11 high-quality papers were accepted. Each contributed paper was rigorously peer-reviewed by reviewers who were drawn from a pool of expert technical committee members in machine learning security and privacy. Each paper received two detailed review comments and one meta review comments that summarise the weaknesses/issues to be addressed in the camera-ready revision or future work.",,
SIGITE '23: Proceedings of the 24th Annual Conference on Information Technology Education,,,2023,,,
ICSE-SEET '24: Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training,,,2024,,,
From Awareness to Action: The Effects of Experiential Learning on Educating Users about Dark Patterns,"Ye, Jingzhou and Li, Yao and Zou, Wenting and Wang, Xueqiang",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,2025,"Dark patterns (DPs) refer to unethical user interface designs that deceive users into making unintended decisions, compromising their privacy, safety, financial security, and more. Prior research has mainly focused on defining and classifying DPs, as well as assessing their impact on users, while legislative and technical efforts to mitigate them remain limited. Consequently, users are still exposed to DP risks, making it urgent to educate them on avoiding these harms. However, there has been little focus on developing educational interventions for DP awareness. This study addresses this gap by introducing DPTrek, an experiential learning (EL) platform that educates users through simulated real-world DP cases. Both qualitative and quantitative evaluations show the effectiveness of DPTrek in helping users identify and manage DPs. The study also offers insights for future DP education and research, highlighting challenges such as user-unfriendly taxonomies and the lack of practical mitigation solutions.",10.1145/3706598.3713493,https://doi.org/10.1145/3706598.3713493
ICAIE '24: Proceedings of the 2024 3rd International Conference on Artificial Intelligence and Education,,,2024,,,
Research on the Status Quo of Rural Teaching Based on Generative Artificial Intelligence,"Sai, Naolamu",Proceedings of the 2024 7th International Conference on Educational Technology Management,2025,"In the field of education, generative artificial intelligence is gradually becoming a key force to promote educational innovation and intelligent development. This technology simulates the process of human creation, generates innovative and practical teaching content, and provides a strong technical support for personalized teaching. For rural education with relatively scarce resources, the application of generative artificial intelligence is expected to solve the problem of educational inequity and improve the quality of teaching. However, rural education still faces many challenges, such as resource shortage and information block, which limit the effective application of generative artificial intelligence in rural education. This study deeply analyzes the application status and advantages of generative artificial intelligence in rural teaching, reveals the main problems and difficulties encountered by rural teachers in the process of use, and puts forward targeted solutions, in order to promote the optimal application of generative artificial intelligence in rural education and promote the development of rural education in a fairer and smarter direction.",10.1145/3711403.3711454,https://doi.org/10.1145/3711403.3711454
CHIIR '24: Proceedings of the 2024 Conference on Human Information Interaction and Retrieval,,,2024,,,
ICER '23: Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 2,,,2023,,,
SIGCSE 2024: Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,,,2024,"Welcome to the 55th annual SIGCSE Technical Symposium on Computer Science Education (SIGCSE TS 2024)! This year, we have returned to Portland, Oregon. We hope that, like us, you are looking forward to a highly productive and engaging symposium that provides ample opportunity to renew old relationships, build new connections, and learn about the latest advances in our field. While we are sure that there will be a few surprises along the way, we hope and expect that we won't experience anything nearly as disruptive as the opening days of the pandemic, which occurred when we last tried to gather here in 2020.Our theme for this year's symposium is",,
"Gamify 2023: Proceedings of the 2nd International Workshop on Gamification in Software Development, Verification, and Validation",,,2023,"On behalf of the Program Committee, we are pleased to present the proceedings of the 2nd International Workshop on Gamification in Software Development, Verification, and Validation (Gamify 2023). The workshop is virtually co-located with the 2023 edition of the ESEC/FSE conference, held in San Francisco (CA, USA). The workshop will be held online only the 4th of December 2023.",,
ICER '24: Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 1,,,2024,,,
dg.o '24: Proceedings of the 25th Annual International Conference on Digital Government Research,,,2024,,,
ICETM '24: Proceedings of the 2024 7th International Conference on Educational Technology Management,,,2024,,,
IT Research in Marginalized Contexts: An Evolving Landscape,"Joshi, K.D. and Deng, Xuefei (Nancy)",SIGMIS Database,2024,"Information systems (IS) scholars are gradually conducting research on socio-technical issues in marginalized contexts to uncover inequities and injustices and empower them through technology. In support of the evolving IS research landscape, a dedicated track on IT, social justice, and marginalized contexts was organized at HICSS 2024 that would allow the IS community to attract, promote, and grow research on marginalized contexts systematically and deliberately. This editorial presents a brief overview of the ten mini-tracks accepted as a part of this special HICSS 2024 track and highlights the prominent themes showcased in the 39 accepted papers. The editorial calls for IS scholars to challenge the hegemonic conduct of IS research and advance scholarship in this space by prioritizing intellectual conversations that mitigate the risks of constructing a future where technological spaces, digital applications, and machine intelligence mirror a narrow and privileged vision of society with its biases and stereotypes. The editorial concludes with a call to collectively seed a scholarly legacy in IT research within marginalized contexts at HICSS.",10.1145/3663682.3663684,https://doi.org/10.1145/3663682.3663684
AVI '24: Proceedings of the 2024 International Conference on Advanced Visual Interfaces,,,2024,"AVI 2024 is the 17th edition of the International Conference on Advanced Visual Interfaces, held in Arenzano, Genoa (IT), in cooperation with ACM, ACM SIGCHI, ACM SIGMM, and ACM SIGWEB.Every two years since 1992, AVI has gathered a vast international community of experts with a wide range of backgrounds. Throughout three decades, AVI has gained and holds a prestigious position among International HCI conferences, boasting a dedicated nucleus of returning participants, but also providing a venue for young researchers to show their achievements and establish contacts with senior community members.AVI 2024 presents a broad and sound scientific program covering traditional AVI topics on information and data visualization, interaction with multimodal user interfaces, augmented and virtual reality, while also addressing emerging topics including the application of generative artificial intelligence in HCI design and evaluation.The program features the presentation of 21 long research papers and 28 short papers selected through a rigorous double-blind reviewing process and organized into sessions on 13 main topics. Furthermore, it includes the presentation of 48 poster papers, 9 demo papers, and 11 doctoral consortium papers, selected through a single-blind reviewing process. Finally, the rich and vibrant program includes 3 keynote talks, 3 tutorials, and 10 workshops addressing some of the most exciting issues in HCI.Submissions to AVI 2024 came from 34 different countries distributed in descending order in Europe, Asia, North America, South America, and Africa.",,
SIGMIS-CPR '25: Proceedings of the 2025 Computers and People Research Conference,,,2025,,,
ICISDM '24: Proceedings of the 2024 8th International Conference on Information System and Data Mining,,,2024,,,
Phishing to improve detection,"Zheng, Sarah Ying and Becker, Ingolf",Proceedings of the 2023 European Symposium on Usable Security,2023,"Phishing e-mail scams continue to threaten organisations around the world. With generative artificial intelligence, conventional phishing detection advice such as looking out for linguistic errors and bad layouts will become obsolete. New approaches to improve people’s ability to detect phishing are essential. We report on promising results from two experiments (total N = 183) that engaging people with an adversarial mindset improves their ability to detect phishing e-mails compared to those who received conventional or no training. Participants who completed conventional training were nearly three times as likely to fall for a simulated phishing attack compared to those who completed the adversarial training, in which they watched a fictitious cybercriminal explain how to devise a targeted phishing e-mail, and then wrote targeted phishing e-mails themselves. Although further research is needed to examine the training’s long-term efficacy with larger sample sizes, the present findings show an encouraging alternative to conventional phishing training approaches.",10.1145/3617072.3617121,https://doi.org/10.1145/3617072.3617121
HexT5: Unified Pre-Training for Stripped Binary Code Information Inference,"Xiong, Jiaqi and Chen, Guoqiang and Chen, Kejiang and Gao, Han and Cheng, Shaoyin and Zhang, Weiming",Proceedings of the 38th IEEE/ACM International Conference on Automated Software Engineering,2024,"Decompilation is a widely used process for reverse engineers to significantly enhance code readability by lifting assembly code to a higher-level C-like language, pseudo-code. Nevertheless, the process of compilation and stripping irreversibly discards high-level semantic information that is crucial to code comprehension, such as comments, identifier names, and types. Existing approaches typically recover only one type of information, making them suboptimal for semantic inference. In this paper, we treat pseudo-code as a special programming language, then present a unified pre-trained model, HexT5, that is trained on vast amounts of natural language comments, source identifiers, and pseudo-code using novel pseudo-code-based pretraining objectives. We fine-tune HexT5 on various downstream tasks, including code summarization, variable name recovery, function name recovery, and similarity detection. Comprehensive experiments show that HexT5 achieves state-of-the-art performance on four downstream tasks, and it demonstrates the robust effectiveness and generalizability of HexT5 for binary-related tasks.",10.1109/ASE56229.2023.00099,https://doi.org/10.1109/ASE56229.2023.00099
DIS '25: Proceedings of the 2025 ACM Designing Interactive Systems Conference,,,2025,,,
CEEeGov '24: Proceedings of the Central and Eastern European eDem and eGov Days 2024,,,2024,,,
CryptoEL: A Novel Experiential Learning Tool for Enhancing K-12 Cryptography Education,"Rayavaram, Pranathi and Ukaegbu, Onyinyechukwu and Abbasalizadeh, Maryam and Vellamchetty, Krishna and Narain, Sashank",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"This paper presents an educational tool designed to enhance cryptography education for K-12 students, utilizing Kolb's Experiential Learning (EL) model and engaging visual components. Our tool incorporates the four stages of EL-Concrete Experience, Reflective Observation, Abstract Conceptualization, and Active Experimentation-to teach key cryptographic concepts, including hashing, symmetric cryptography, and asymmetric cryptography. The learning experience is enriched with real-world simulations, customized AI-based conversation agents, video demonstrations, interactive scenarios, and a simplified Python coding terminal focused on cryptography. Targeted at beginners in cybersecurity, the tool encourages independent learning with minimal instructor involvement. An evaluation with 51 middle and high school students showed positive feedback from 93% of participants, who found the simulations, visualizations, AI reflections, scenarios, and coding capabilities engaging and conducive to learning. Comprehension surveys indicated a high understanding of cryptography concepts: hashing (middle school: 89%, high school: 92%), symmetric cryptography (middle school: 93%, high school: 97%), and asymmetric cryptography (middle school: 91%, high school: 94%)",10.1145/3641554.3701926,https://doi.org/10.1145/3641554.3701926
CHIIR '25: Proceedings of the 2025 ACM SIGIR Conference on Human Information Interaction and Retrieval,,,2025,,,
CompEd 2023: Working Group Reports on 2023 ACM Conference on Global Computing Education,,,2024,"Welcome to the Working Group proceedings of the ACM Global Computing Education Conference (CompEd), held in Hyderabad, India, hosted by IIIT Hyderabad, from 6th December to the 9th December 2023.As stated in previous Working Group proceedings",,
CHI '24: Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,,,2024,,,
"Embedding Technical, Personal and Professional Competencies in Computing Degree Programmes","Prickett, Tom and Crick, Tom and Davenport, James H. and Bowers, David S. and Hayes, Alan and Irons, Alastair",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,2024,"Many factors influence computing graduate employment prospects, including human capital, social capital, individual attributes, individual career-building behaviours, perceived employability, and labour market factors. Whilst most computing graduates go on to be beneficially employed, a small minority remain under-employed or unemployed. Computing curricular recommendations increasingly advocate a competency-based approach to bolster graduates' perceived employability. Hence, the discipline is evolving to incorporate competency-based approaches. However, competency-based can mean any of three different types of competency: technical, personal and professional. Technical Competency is the ability to apply acquired content knowledge and skills to develop solutions to unseen problems. Personal Competency is the personal behaviours and interpersonal skills required for success in the modern workplace. Professional Competency is Technical and Personal combined and applied in a real-world context.This position paper provides illustrative examples of how to embed all three kinds of Competency. Based on examples from representative undergraduate computing programmes at UK universities, it provides examples of embedding each kind of competency: Technical Competency (teaching programming through craft computing and approaches for developing cybersecurity competency), Personal Competency (teaching teamwork through project-based learning and creativity via problem-based learning), and Professional Competency (developing work-ready competency using industrial placements, and co-design/co-delivery with industry via degree apprenticeships), providing a valuable foundation and framing for portability and extension in other institutions and jurisdictions. Furthermore, these distinctive types of competency form a helpful taxonomy when considering how to embed competency in computing courses and are candidates for inclusion within future computing curricula guidelines.",10.1145/3649217.3653578,https://doi.org/10.1145/3649217.3653578
CompSysTech '23: Proceedings of the 24th International Conference on Computer Systems and Technologies,,,2023,,,
ITiCSE 2024: 2024 Working Group Reports on Innovation and Technology in Computer Science Education,,,2025,,,
“I felt listened to”: Evaluating an AI-Powered Reflection Tool for Care Partners,"Johnson, Jazette and Jamshed, Hira and Zuppke, Rachael and Leggett, Amanda and Mower Provost, Emily and Brewer, Robin N.",ACM Trans. Access. Comput.,2025,"This paper evaluates CareJournal, an AI-powered application on an Amazon Alexa Show designed to support care partners (i.e., older adult receivers and caregivers) in care reflection and communication. CareJournal aims to address challenges faced by care partners in articulating the needs of the care relationships. Through a four-week pilot study (N=14 care partner pairs) and a four-week field study (N=16 care partner pairs), we assessed the tool’s effectiveness in supporting reflection and generating AI summaries that capture the care partners’ intent. Our findings indicate that CareJournal is a beneficial tool for improving communication intention and focus. We draw upon the role of articulation work in care routines and discuss design implications for AI to support articulation through adaptive reflection tools based on diverse care dynamics and highlight ethical considerations in balancing AI assistance with human agency.",10.1145/3731562,https://doi.org/10.1145/3731562
CompEd 2023: Proceedings of the ACM Conference on Global Computing Education Vol 1,,,2023,"It is our great pleasure to welcome participants to the 2nd ACM Global Conference on Computing Education (ACM CompEd 2023) being held in Hyderabad, India, 7th-9th December, 2023 with the Working Groups meetings being held on 5th and 6th December 2023.ACM CompEd is a recent addition to the list of ACM sponsored conferences devoted to research in all aspects of computing education, including education at the school and college levels. The Hyderabad edition is only the second in this promising series. The long hiatus due to Covid-19 pushed this conference by two years, but we are glad that it is finally here!This edition of ACM CompEd partly overlaps with COMPUTE 2023, ACM India's flagship conference on Computing Education. Having the two conferences adjacent to each other is a great way to build synergy between the Indian computing education community and the global community of computing education researchers.",,
Towards LowDevSecOps Framework for Low-Code Development: Integrating Process-Oriented Recommendations for Security Risk Management,"Sedrakyan, Gayane and Iacob, Maria-Eugenia and Van Hillegersberg, Jos",Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,2024,"The increasing demand for software solutions in the coming years will surpass the availability of IT talent, driving interest in citizen development and low-code approaches. However, the lack of technical insight among citizen developers poses potential security risks. This research aims to support businesses adopting citizen development by providing a framework that helps to proactively identify security risks by also linking them to specific actors and tools needed during the system design and development process to mitigate those risks. Additionally, this framework helps to address knowledge gaps by outlining actionable steps to ensure secure low-code development practices. The research aims to answer the question:",10.1145/3652620.3688335,https://doi.org/10.1145/3652620.3688335
Mapping the Current Status of CTI Knowledge Graphs through a Bibliometric Analysis,"Papoutsoglou, Maria and Meditskos, Georgios and Bassiliades, Nick and Kontopoulos, Efstratios and Vrochidis, Stefanos",Proceedings of the 13th Hellenic Conference on Artificial Intelligence,2024,"Bibliometric analysis in the field of cybersecurity and Cyber Threat Intelligence (CTI) is crucial for identifying research trends, key themes, and collaborative networks, which can guide future research directions and policy decisions. This paper presents a comprehensive bibliometric analysis of the current status of research on knowledge graphs in cybersecurity, highlighting significant trends and thematic clusters. The analysis reveals a rapidly growing interest in integrating knowledge graphs with advanced machine learning and AI techniques, such as deep learning and neural networks, to enhance cyber threat intelligence and response strategies. Key findings include the prominence of natural language processing, entity recognition, and relation extraction as critical methodologies in this field. Thematic evolution analysis shows the adoption of large language models (LLMs) and an ongoing focus on structured knowledge representation. The study underscores the potential of knowledge graphs to improve cybersecurity through better data organization, threat detection, and intelligence extraction.",10.1145/3688671.3688738,https://doi.org/10.1145/3688671.3688738
Computer Science Curricula 2023,"Kumar, Amruth N. and Raj, Rajendra K. and Aly, Sherif G. and Anderson, Monica D. and Becker, Brett A. and Blumenthal, Richard L. and Eaton, Eric and Epstein, Susan L. and Goldweber, Michael and Jalote, Pankaj and Lea, Douglas and Oudshoorn, Michael and Pias, Marcelo and Reiser, Susan and Servin, Christian and Simha, Rahul and Winters, Titus and Xiang, Qiao",,2024,,,
"UMAP Adjunct '24: Adjunct Proceedings of the 32nd ACM Conference on User Modeling, Adaptation and Personalization",,,2024,,,
ICFET '24: Proceedings of the 2024 10th International Conference on Frontiers of Educational Technologies,,,2024,,,
IECT '24: Proceedings of the 2024 International Conference on Intelligent Education and Computer Technology,,,2024,,,
ICEGOV '24: Proceedings of the 17th International Conference on Theory and Practice of Electronic Governance,,,2024,,,
AutonomousCyber '24: Proceedings of the Workshop on Autonomous Cybersecurity,,,2024,"It is our great pleasure to welcome you to the inaugural edition of the 1st International Workshop on Autonomous Cybersecurity (AutonomousCyber 2024). As part of the 31st ACM Conference on Computer and Communications Security (ACM CCS 2024), this workshop provides an important platform for researchers, practitioners, and experts in the field of cybersecurity to discuss and explore the transformative potential of autonomous systems in safeguarding digital infrastructure.Autonomous cybersecurity represents a new frontier in cybersecurity technology, where systems independently detect, respond to, and neutralize threats without human intervention. These advancements mark a significant step forward, with implications for reducing human error, enhancing adaptability, and improving response times. AutonomousCyber 2024 brings together cutting-edge research in areas such as Machine Learning (ML), Reinforcement Learning (RL), and Quantum Machine Learning (QML), integrated with advanced automation techniques for tasks like automated patch management and incident response.",,
ICCA '24: Proceedings of the 3rd International Conference on Computing Advancements,,,2024,,,
Research on Smart Politics System Based on Natural Language Processing,"Lei, Jiacong and Zhou, Yi",Proceedings of the 2023 3rd Guangdong-Hong Kong-Macao Greater Bay Area Artificial Intelligence and Big Data Forum,2024,"In recent years, the emergence of web-based question-and-answer platforms has brought about an innovation in the mode of interaction between the government and the public, promoting a seamless connection between the public and the government, and has gradually become an important channel for the government to understand public opinion, gather public wisdom and gather public sentiment. However, as the volume of text data related to various social and public opinions continues to rise, it has brought great challenges to the classification of messages and the collation of hotspots. To solve this problem, this paper will build a smart government system based on natural language processing technology to automate the processing of large volumes of text.",10.1145/3660395.3660422,https://doi.org/10.1145/3660395.3660422
PCI '24: Proceedings of the 28th Pan-Hellenic Conference on Progress in Computing and Informatics,,,2024,,,
Not Quite There Yet: Remaining Challenges in Systems and Software Product Line Engineering as Perceived by Industry Practitioners,"Becker, Martin and Rabiser, Rick and Botterweck, Goetz",Proceedings of the 28th ACM International Systems and Software Product Line Conference,2024,"Research on system and software product line engineering (SPLE) and the community around it have been inspired by industrial applications. However, despite decades of research, industry is still struggling with adopting product line approaches and more generally with managing system variability. We argue that it is essential to better understand why this is the case. Particularly, we need to understand the current challenges industry is facing wrt. adopting SPLE practices, how far existing research helps industry practitioners to cope with their challenges, and where additional research would be required. We conducted a hybrid workshop at the 2023 Systems and Software Product Line Conference (SPLC) with over 30 participants from industry and academia. 9 companies from diverse domains and in different phases of SPLE adoption presented their context and perceived challenges. We grouped, discussed, and rated the relevance of the articulated challenges. We then formed clusters of relevant research topics to discuss existing literature as well as research opportunities. In this paper, we report the industry cases, the identified challenges and clusters of research topics, provide pointers to existing work, and discuss research opportunities. With this, we want to enable industry practitioners to become aware of typical challenges and find their way into the existing body of knowledge and to relevant fields of research.",10.1145/3646548.3672587,https://doi.org/10.1145/3646548.3672587
