Document Title,Authors,Publication Title,Publication Year,Abstract,DOI,PDF Link
"Integrating Generative AI in Software Engineering Education: Practical
   Strategies","Li, Yishu and Keung, Jacky and Ma, Xiaoxue","2024 INTERNATIONAL SYMPOSIUM ON EDUCATIONAL TECHNOLOGY, ISET",2024,"The transformative influence of generative artificial intelligence (AI),
   notably large language models (LLMs), has significantly reshaped the
   software engineering (SE) landscape, impacting various aspects of
   software development within industry and academia. The imperative to
   integrate generative AI into educational programs arises from the
   necessity to furnish graduates with contemporary methodologies that
   enhance software quality and streamline development processes.
   Nevertheless, a research gap exists concerning the systematic
   integration of established SE education guidelines with specific course
   contexts to strengthen SE education through incorporating generative AI.
   In response to this gap, our study presents a vision for integrating
   generative AI into SE education, with a particular emphasis on practical
   integration strategies aimed at endowing students with essential
   competencies tailored for contemporary software development. Aligning
   our vision with the knowledge domains within SE education, we delineate
   its application across specific areas such as code generation, auto test
   case completion, and others. The overall objective of these proposed
   initiatives is to furnish students in SE with an updated and immersive
   learning experience, thereby addressing the evolving demands of the
   field.",10.1109/ISET61814.2024.00019,
"Student Perspectives on Using a Large Language Model (LLM) for an
   Assignment on Professional Ethics","Grande, Virginia and Kiesler, Natalie and Francisco, Maria Andreina R.","PROCEEDINGS OF THE 2024 CONFERENCE INNOVATION AND TECHNOLOGY IN COMPUTER
   SCIENCE EDUCATION, VOL 1, ITICSE 2024",2024,"The advent of Large Language Models (LLMs) started a serious discussion
   among educators on how LLMs would affect, e.g., curricula, assessments,
   and students' competencies. Generative AI and LLMs also raised ethical
   questions and concerns for computing educators and professionals.
   This experience report presents an assignment within a course on
   professional competencies, including some related to ethics, that
   computing master's students need in their careers. For the assignment,
   student groups discussed the ethical process by Lennerfors et al. by
   analyzing a case: a fictional researcher considers whether to attend the
   real CHI 2024 conference in Hawaii. The tasks were (1) to participate in
   in-class discussions on the case, (2) to use an LLM of their choice as a
   discussion partner for said case, and (3) to document both discussions,
   reflecting on their use of the LLM.
   Students reported positive experiences with the LLM as a way to increase
   their knowledge and understanding, although some identified limitations.
   The LLM provided a wider set of options for action in the studied case,
   including unfeasible ones. The LLM would not select a course of action,
   so students had to choose themselves, which they saw as coherent.
   From the educators' perspective, there is a need for more instruction
   for students using LLMs: some students did not perceive the tools as
   such but rather as an authoritative knowledge base. Therefore, this work
   has implications for educators considering the use of LLMs as discussion
   partners or tools to practice critical thinking, especially in computing
   ethics education.",10.1145/3649217.3653624,
"Does ChatGPT Help With Introductory Programming? An Experiment of
   Students Using ChatGPT in CS1","Xue, Yuankai and Chen, Hanlin and Bai, Gina R. and Tairas, Robert and
   Huang, Yu","2024 ACM/IEEE 44TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING:
   SOFTWARE ENGINEERING EDUCATION AND TRAINING, ICSE-SEET 2024",2024,"Generative AI, notably ChatGPT, has garnered attention in computer
   science education. This paper presents a controlled experiment that
   explores ChatGPT's role in CS1 in a classroom setting. Specifically, we
   aim to investigate the impact of ChatGPT on student learning outcomes
   and their behaviors when working on programming assignments.
   Participants were tasked with creating a UML diagram and subsequently
   implementing its design through programming, followed by a closed-book
   post-evaluation and a post-survey. All the participants were required to
   screen-record the whole process. In total, 56 participants were
   recruited, with 48 successful screen recordings. Participants in the
   Experimental Group can access ChatGPT 3.5 and other online resources,
   such as Google and Stack Overflow when creating the UML diagram and
   programming; however, participants in the Control Group can access all
   online resources except for ChatGPT (i.e., the only design variable is
   the access to ChatGPT). Finally, we measured and analyzed participants'
   learning outcomes through their UML diagram, programming, and
   post-evaluation scores. We also analyzed the time participants took to
   complete the tasks and their interactions with ChatGPT and other
   resources from the screen recordings. After finishing the tasks, student
   participants also provided their perceptions of using ChatGPT in CS1
   through a post-survey. With rigorous quantitative and qualitative
   analysis, we found that (1) using ChatGPT does not present a significant
   impact on students' learning performance in the CS1 assignment-style
   tasks; (2) once using ChatGPT, students' tendency to explore other
   traditional educational resources is largely reduced (though available)
   and they tend to rely solely on ChatGPT, and this reliance on ChatGPT
   did not guarantee enhanced learning performance; (3) the majority of
   students hold neutral views on ChatGPT's role in CS1 programming but
   most of them raised concerns about its potential ethical issues and
   inconsistent performance across different tasks.
   We hope this study can help educators and students better understand the
   impact of ChatGPT in CS1 and inspire future work to provide proper
   guidelines for using ChatGPT in introductory programming classes.",10.1145/3639474.3640076,
Bridging Novice Programmers and LLMs with Interactivity,"Yeh, Thomas Y. and Tran, Karena and Gao, Ge and Yu, Tyler and Fong, Wai
   On and Chen, Tzu-Yi","PROCEEDINGS OF THE 56TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE
   EDUCATION, SIGCSE TS 2025, VOL 1",2025,"While Large Language Models (LLMs) enable experienced programmers to
   increase their productivity, LLMs' impact on learning and productivity
   for novices is currently unclear. Recent work showed novice programmers
   struggle with prompting LLMs for code generation and suggested that the
   use of LLMs in CS education could exacerbate existing equity issues.
   Educators are now faced with the difficult question of whether and when
   to incorporate the use of LLMs into the CS curriculum without adversely
   impacting student learning and equity. To address these concerns, we
   study the effects of using an interactive LLM on code generation with
   novice programmers. We find that using our interactive LLM improves the
   accuracy of code generation over the baseline LLM. Additionally, after
   using the interactive LLM, novices write improved prompts even when
   using the baseline LLM. Based on our findings, we plan to create iGPTs,
   a set of customized, interactive LLMs spanning CS education learning
   goals as templates to facilitate LLM integration for improving student
   learning and retention.",10.1145/3641554.3701867,
"Using Peer Assessment Leveraging Large Language Models in Software
   Engineering Education","Fiore, Marco and Mongiello, Marina",INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,2025,"This paper explores the integration of generative AI and large language
   models into the realm of software engineering education and training,
   with a specific focus on the transformation of traditional peer
   assessment methodologies. The motivation stems from the growing demand
   for innovative educational techniques that can effectively engage and
   empower learners in mastering Software Engineering principles. The
   proposed approach involves presenting students with modeling exercises
   solved by ChatGPT, prompting them to critically evaluate and provide
   constructive feedback on the generated solutions. By engaging students
   in a dialogue with the AI model, we aim to foster a dynamic learning
   environment where learners can articulate their considerations and
   insights, thereby enhancing their comprehension of software engineering
   principles, critical thinking and self evaluation skills. Preliminary
   results from pilot implementations indicate promising outcomes,
   suggesting that this approach not only enhances the quality of peer
   feedback but also contributes to a more interactive and engaging
   educational experience.",10.1142/S0218194024500359,
"Detecting LLM-Generated Text in Computing Education: Comparative Study
   for ChatGPT Cases","Orenstrakh, Michael Sheinman and Karnalim, Oscar and Anibal Suarez,
   Carlos and Liut, Michael","2024 IEEE 48TH ANNUAL COMPUTERS, SOFTWARE, AND APPLICATIONS CONFERENCE,
   COMPSAC 2024",2024,"Due to the recent improvements and wide availability of Large Language
   Models (LLMs), they have posed a serious threat to academic integrity in
   education. Modern LLM-generated text detectors attempt to combat the
   problem by offering educators with services to assess whether some text
   is LLM-generated. In this work, we have collected 124 submissions from
   computer science students before the creation of ChatGPT. We then
   generated 40 ChatGPT submissions. We used this data to evaluate eight
   publicly-available LLM-generated text detectors through the measures of
   accuracy, false positives, and resilience. Our results find that
   CopyLeaks is the most accurate LLM-generated text detector, GPTKit is
   the best LLM-generated text detector to reduce false positives, and GLTR
   is the most resilient LLM-generated text detector. We note that all
   LLM-generated text detectors are less accurate with code, other
   languages (aside from English), and after the use of paraphrasing tools.",10.1109/COMPSAC61105.2024.00027,
"A Self-Regulated Learning Framework using Generative AI and its
   Application in CS Educational Intervention Design","Prasad, Prajish and Sane, Aamod","PROCEEDINGS OF THE 55TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE
   EDUCATION, SIGCSE 2024, VOL. 1",2024,"Self-regulation refers to the ability to plan, monitor, control and
   reflect on one's problem-solving process. Prior research has shown that
   self-regulated learning (SRL) strategies help improve novice performance
   in solving programming problems. However, with the advent of LLM tools
   like ChatGPT, novices can generate fairly accurate code by just
   providing the problem prompt, and hence may forego applying essential
   self-regulation strategies such as planning and reflection to solve the
   problem.
   In this position paper, we discuss challenges and opportunities that
   generative AI technologies pose for novices' self-regulation strategies
   in the context of programming problem solving. We believe that the key
   challenge facing educators is that such technologies may hamper novices'
   ability to regulate their programming problem solving process.
   On the other hand, these technologies also open up the possibility to
   design new interventions that promote better SRL strategies in learners.
   We draw on generic and domain-specific self-regulated learning theories
   as the basis of our work, and propose an SRL framework that incorporates
   use of generative AI tools in programming problem solving. We illustrate
   how the proposed framework guides exploration of the design space of
   interventions that integrate generative AI in CS education.",10.1145/3626252.3630828,
"A comparative study of student perceptions on generative AI in
   programming education across Sub-Saharan Africa","Oyelere, Solomon Sunday and Aruleba, Kehinde",COMPUTERS AND EDUCATION OPEN,2025,"In today's era of technological evolution, programming education is
   crucial for shaping the future workforce and fostering innovation.
   However, access to quality computer science education remains a
   significant challenge with Sub-Saharan Africa nations experiencing a
   pronounced digital divide. Despite growing interest in technology, these
   countries struggle with unequal access to educational resources.
   AI-driven tools like ChatGPT, Codey, and GitHub Copilot offer
   personalized learning experiences that could democratize access to
   knowledge and reshape programming education. This quantitative study
   examines the impact of these AI tools on fostering inclusive education
   in Kenya, Nigeria, and South Africa. It involves 322 university
   students, using purposive sampling and online questionnaires. Various
   quantitative analyzes, including descriptive statistics, country-wise
   comparisons, one-way ANOVA, Kruskal-Wallis tests, and correlation
   analysis, were conducted. The study reveals students' motivations for
   programming, their attitudes towards AI-driven educational tools, and
   the perceived impact on equity, diversity, and inclusion. Significant
   variations were found in attitudes based on educational level and
   country of residence, highlighting the need for tailored strategies to
   enhance the inclusivity and effectiveness of AI-driven programming
   education tools.",10.1016/j.caeo.2025.100245,
"Using Generative AI to Create User Stories in the Software Engineering
   Classroom","Brockenbrough, Allan and Salinas, Dominic","2024 36TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING EDUCATION AND
   TRAINING, CSEE \& T 2024",2024,"A user story is used in agile methodology to describe functionality that
   is valuable to the user and may include criteria to determine if the
   developer has completed the story. This study investigates undergraduate
   computer science students using ChatGPT to create user stories from user
   feedback. The study compares aspects of the user stories created by
   students using ChatGPT with those not using ChatGPT. Are user stories
   written by students with AI assistance of higher or lower quality? How
   does the time spent writing the user story change with the use of
   ChatGPT? We evaluate student user stories using a modified INVEST story
   rating system. Evaluated user story properties include structure,
   independence, value, testability, and grammar. The results show that
   ChatGPT-assisted students produce higher-quality user stories than
   unassisted students. However, using ChatGPT to write user stories does
   not guarantee high quality. ChatGPT can fail to recognize dependencies
   between user feedback and create structurally incorrect user stories. We
   see a need for students to be trained in effectively using this tool by
   carefully examining AI-assisted output and making revisions.",10.1109/CSEET62301.2024.10662994,
"AI-assisted Learning with ChatGPT and Large Language Models:
   Implications for Higher Education","Laato, Samuli and Morschheuser, Benedikt and Hamari, Juho and Bjorne,
   Jari","2023 IEEE INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES,
   ICALT",2023,"The recent progress in generative AI models, particularly large language
   models (LLMs), has brought about a transformation in the field of
   education. Conversational LLM services, such as Google's Bard and
   OpenAI's ChatGPT, offer students access to many abilities such as
   summarization and generation of text and code, and on-demand replies to
   questions on expert topics. In this paper, we observe ChatGPT to explore
   how LLM services impact learning and instruction in higher education.
   First, we mapped the capabilities of the system by reviewing the grey
   literature on ChatGPT and using the system ourselves for two months.
   Second, we selected a Bachelor level computer science curriculum from a
   Finnish university, and examined the impact of ChatGPT on the offered
   courses. As an outcome of this study, we highlight 13 implications for
   students' learning in higher education, and discuss the contemporary
   future of AI-assisted learning in universities and beyond.",10.1109/ICALT58122.2023.00072,
"Enriching Python Programming Education With Generative AI: Leveraging
   Large Language Models for Personalized Support and Interactive Learning","Vemula, Srikanth","2024 IEEE FRONTIERS IN EDUCATION CONFERENCE, FIE",2024,"This innovative practice full paper describes the exploration of the
   transformative potential of Generative Artificial Intelligence (AI) and
   Large Language Models (LLMs) in Python programming education. A Python
   Educational Support Assistant (PESA-8B-FT) was introduced, an
   LLM-powered virtual assistant designed to provide personalized
   instruction, foster interactive learning, and deliver immediate feedback
   on programming tasks. The growing demand for skilled Python programmers
   necessitates flexible and effective educational frameworks. PESA-8B-FT
   addresses this need by offering 24/7 availability, accommodating diverse
   learning styles and schedules, and providing real-time support
   regardless of geographical constraints. The study demonstrates
   PESA-8B-FT's significant impact on Python programming education. The
   model achieved a perplexity score of 18.82, outperforming competing
   models, and received positive feedback from 90\% of participants. These
   results highlight PESA-8B-FT's potential to enhance learning outcomes,
   complement traditional teaching methods, and alleviate the instructional
   burden on educators. By leveraging advanced LLM capabilities, this
   research contributes to the development of more accessible,
   personalized, and effective programming education methodologies.",10.1109/FIE61694.2024.10893561,
"Cheaters or AI-Enhanced Learners: Consequences of ChatGPT for
   Programming Education","Humble, Niklas and Boustedt, Jonas and Holmgren, Hanna and Milutinovic,
   Goran and Seipel, Stefan and Ostberg, Ann-Sofie",ELECTRONIC JOURNAL OF E-LEARNING,2024,,10.34190/ejel.21.5.3154,
"Guidelines for Effective Use of ChatGPT in Introductory Programming
   Education","Ramabu, Tlou and Malebane, Tumelo",2024 IST-AFRICA CONFERENCE,2024,"In the wake of highly capable Large Language Models (LLM) like ChatGPT,
   educational institutions have been navigating how to position themselves
   within this Artificial Intelligence (AI) era. There have been various
   suggestions and attempts to exclude ChatGPT in the education sector due
   to its AI abilities to give accurate responses to students, plagiarism
   and over reliance on the tool. However, there are also attempts to
   formally incorporate ChatGPT in education, such as in the field of
   economics, computer sciences or Mathematics. Without proper guidelines
   on the uses of ChatGPT in education, these AI technologies can be
   disruptive, uncontrollable and pose a risk to academic integrity. Based
   on the synthesis of ideas in the literature and ChatGPT experimental
   tests, this paper presents relevant guidelines for effective use of
   ChatGPT in the introductory programming education.",10.23919/IST-Africa63983.2024.10569684,
"ChatGPT in Computer Science Education: A Case Study on a Database
   Administration Course","Lopez-Fernandez, Daniel and Vergaz, Ricardo",APPLIED SCIENCES-BASEL,2025,"GenAI tools like ChatGPT have changed the educational landscape, and
   empirical experiences are needed to better understand how to use them to
   their fullest potential. This article empirically explores the usage of
   ChatGPT 3.5 in database administration education through a case study
   conducted with 40 computer science students. Specifically, it inspects
   how widespread the use of ChatGPT is and students' perceptions of this
   tool, how prior knowledge on a topic affects the use of ChatGPT, and the
   relationship between the usage of ChatGPT and success in solving
   practical problems. The student's grades in a computer practical exam, a
   set of theoretical tests to assess progression in knowledge acquisition,
   and a comprehensive questionnaire are employed as research instruments.
   The obtained results indicate that students use ChatGPT moderately but
   more frequently than traditional internet learning resources such as
   official documentation, Stack Overflow or googling. However, the usage
   is uneven among students, and those who end up getting better grades use
   ChatGPT more. Beyond prompting skills, one of the elements that is key
   to the students' productive use of this tool is their prior knowledge
   about database administration. This article concludes that ChatGPT is an
   excellent educational instrument in the context of database
   administration and that in order to use it properly, it is necessary for
   students to have good prompting skills as well as a sound theoretical
   basis. Training students in the use of GenAI tools like ChatGPT, for
   example, with a guided practice strategy where prompting and conducted
   step-by-step practice are employed is key to prevent the appearance of
   new digital trenches.",10.3390/app15020985,
"Exploring the Role of AI Assistants in Computer Science Education:
   Methods, Implications, and Instructor Perspectives","Wang, Tianjia and Diaz, Daniel Vargas and Brown, Chris and Chen, Yan","2023 IEEE SYMPOSIUM ON VISUAL LANGUAGES AND HUMAN-CENTRIC COMPUTING,
   VL/HCC",2023,"The use of AI assistants, along with the challenges they present, has
   sparked significant debate within the community of computer science
   education. While these tools demonstrate the potential to support
   students' learning and instructors' teaching, they also raise concerns
   about enabling unethical uses by students. Previous research has
   suggested various strategies aimed at addressing these issues. However,
   they concentrate on introductory programming courses and focus on one
   specific type of problem.
   The present research evaluated the performance of ChatGPT, a
   state-of-the-art AI assistant, at solving 187 problems spanning three
   distinct types that were collected from six undergraduate computer
   science. The selected courses covered different topics and targeted
   different program levels. We then explored methods to modify these
   problems to adapt them to ChatGPT's capabilities to reduce potential
   misuse by students. Finally, we conducted semi-structured interviews
   with 11 computer science instructors. The aim was to gather their
   opinions on our problem modification methods, understand their
   perspectives on the impact of AI assistants on computer science
   education, and learn their strategies for adapting their courses to
   leverage these AI capabilities for educational improvement. The results
   revealed issues ranging from academic fairness to long-term impact on
   students' mental models. From our results, we derived design
   implications and recommended tools to help instructors design and create
   future course material that could more effectively adapt to AI
   assistants' capabilities.",10.1109/VL-HCC57772.2023.00018,
"Investigating the Effectiveness of ChatGPT for Providing Personalized
   Learning Experience: A Case Study","Albdrani, Raneem N. and Al-Shargabi, Amal A.",INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,2023,"The demand for personalized learning experiences that cater to the
   unique needs of individual learners has increased with the emergence of
   data science. This paper investigates the potential use of ChatGPT, a
   generative AI tool, in providing personalized learning experiences for
   data science education, specifically focusing on Deep Learning. The
   paper presents a case study that applies the 5Es model to test
   personalized learning for students using ChatGPT. The study aims to
   answer the question of how educators can leverage ChatGPT in their
   pedagogy to enhance student learning, and whether ChatGPT can provide a
   better learning experience than traditional teaching methods. The paper
   also discusses the limitations faced during the study and the findings.
   The results suggest that ChatGPT can be a valuable resource for data
   science education, providing personalized and instant feedback to
   learners. However, ethical considerations such as the potential for
   biased or inaccurate responses and the need for transparency in
   AI-generated content should be carefully ad-dressed by educators. The
   study highlights ChatGPT's potential as a research tool for data science
   educators to investigate the effectiveness of AI in personalized
   learning experiences. Overall, this paper contributes to the ongoing
   dialogue on the role of AI in data science education and provides
   insights into how educators can utilize ChatGPT to enhance student
   learning and engagement.",,
"Navigating the AI Frontier: A Critical Literature Review on Integrating
   Artificial Intelligence into Software Engineering Education","Sah, Chandan Kumar and Lian Xiaoli and Islam, Muhammad Mirajul and
   Islam, Md Kamrul","2024 36TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING EDUCATION AND
   TRAINING, CSEE \& T 2024",2024,"The swift development of Artificial Intelligence (AI), namely the
   introduction of Large Language Models (LLMs), is drastically altering
   various industries and necessitating a major change in the way software
   engineering is taught. To equip upcoming software engineers with the
   knowledge and abilities to function in this AI-powered environment,
   curriculum and pedagogical techniques must be critically reevaluated. To
   better understand the integration of AI and LLMs into software
   engineering education, this study gives a thorough and critical analysis
   of the literature, looking at existing models, pedagogical frameworks,
   and enduring issues. We explore various approaches utilized by
   educational establishments, including as specialized AI and LLM courses,
   incorporating modules into pre-existing curricula, and utilizing
   open-source LLM materials. Our analysis, which is based on case studies
   and research data, thoroughly assesses how well these strategies enable
   software engineers to comprehend, make use of, and ethically create AI
   and LLMs. Key obstacles to the successful integration of AI and LLM are
   also identified by our analysis, including the inexperienced status of
   LLM educators, resource limitations, potential biases in AI and LLM
   algorithms, and insufficient instructor knowledge. Building on these
   discoveries, we provide solid answers to these problems and suggest
   interesting avenues for further study to improve the integration of AI
   and LLM. In the end, this study advocates for a multimodal strategy to
   get future software engineers ready for the impending AI and LLM future
   and secure their place in this quickly changing field.",10.1109/CSEET62301.2024.10663054,
"Unlocking Potential with Generative AI Instruction: Investigating
   Mid-level Software Development Student Perceptions, Behavior, and
   Adoption","Benario, Jamie Gorson and Marroquin, Jenn and Chan, Monica M. and
   Holmes, Ernest D. V. and Mejia, Daniel","PROCEEDINGS OF THE 56TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE
   EDUCATION, SIGCSE TS 2025, VOL 1",2025,"Generative AI tools are rapidly evolving and impacting many domains,
   including programming. Computer Science (CS) instructors must address
   student access to these tools. While some advocate to ban the tools
   entirely, others suggest embracing them so that students develop the
   skills for utilizing the tools safely and responsibly. Studies indicate
   positive impacts, as well as cautions, on student outcomes when these
   tools are integrated into courses. We studied the impact of
   incorporating instruction on industry-standard generative AI tools into
   a mid-level software development course with students from 16 Minority
   Serving Institutions. 89\% of student participants used generative AI
   tools prior to the course without any formal instruction. After formal
   instruction, students most frequently used generative AI tools for
   explaining concepts and learning new things. Students generally reported
   positive viewpoints on their ability to learn to program and learn
   problem-solving skills while using generative AI tools. Finally, we
   found that students: reported to understand their code when they work
   with generative AI tools, are critical about the outputs that generative
   AI tools provide, and check outputs of generative AI tools to ensure
   accuracy.",10.1145/3641554.3701859,
"A Qualitative Assessment of ChatGPT Generated Code in the Computer
   Science Curriculum","Wolfer, James","TOWARDS A HYBRID, FLEXIBLE AND SOCIALLY ENGAGED HIGHER EDUCATION, VOL 3,
   ICL 2023",2024,"The emergence of Large Language Models and their deployment in systems
   such as ChatGPT are poised to have a major impact on STEM education,
   particularly Computer Science. These generative large language models
   can produce program code as well as human language output. This has
   potentially serious implications for computer science programs and
   pedagogy. This work provides a qualitative assessment sample code
   generated by ChatGPT, as an example of an LLM explores implications for
   computing pedagogy.. ..",10.1007/978-3-031-53022-7\_5,
"The Impact of Large Language Models on Programming Education and Student
   Learning Outcomes","Jost, Gregor and Taneski, Viktor and Karakatic, Saso",APPLIED SCIENCES-BASEL,2024,"Recent advancements in Large Language Models (LLMs) like ChatGPT and
   Copilot have led to their integration into various educational domains,
   including software development education. Regular use of LLMs in the
   learning process is still not well-researched; thus, this paper intends
   to fill this gap. The paper explores the nuanced impact of informal LLM
   usage on undergraduate students' learning outcomes in software
   development education, focusing on React applications. We carefully
   designed an experiment involving thirty-two participants over ten weeks
   where we examined unrestricted but not specifically encouraged LLM use
   and their correlation with student performance. Our results reveal a
   significant negative correlation between increased LLM reliance for
   critical thinking-intensive tasks such as code generation and debugging
   and lower final grades. Furthermore, a downward trend in final grades is
   observed with increased average LLM use across all tasks. However, the
   correlation between the use of LLMs for seeking additional explanations
   and final grades was not as strong, indicating that LLMs may serve
   better as a supplementary learning tool. These findings highlight the
   importance of balancing LLM integration with the cultivation of
   independent problem-solving skills in programming education.",10.3390/app14104115,
"Experience Report: Adopting an AI-Usage Policy in Software Engineering
   Education","Rajabi, Parsa","PROCEEDINGS OF THE 26TH WESTERN CANADIAN CONFERENCE ON COMPUTING
   EDUCATION, WCCCE 2024",2024,,10.1145/3660650.3660668,
"Chat Overflow: Artificially Intelligent Models for Computing Education -
   renAIssance or apocAIypse?","Denny, Paul and Becker, Brett A. and Leinonen, Juho and Prather, James","PROCEEDINGS OF THE 2023 CONFERENCE ON INNOVATION AND TECHNOLOGY IN
   COMPUTER SCIENCE EDUCATION, ITICSE 2023, VOL 1",2023,,10.1145/3587102.3588773,
"Generative AI in Engineering and Computing Education: A Scoping Review
   of Empirical Studies and Educational Practices","Alvarez Ariza, Jonathan and Benitez Restrepo, Milena and Hernandez
   Hernandez, Carola",IEEE ACCESS,2025,"Since the release of diverse generative AI (GenAI) tools such as
   ChatGPT, Google Gemini, DALL center dot E, and GitHub Copilot, there has
   been much debate around the impacts and implications of these tools on
   education. Currently, extant literature remarks on the affordances,
   challenges, and opportunities of GenAI, but few studies report and
   analyze empirical studies and educational practices coming up by GenAI
   usage in learning settings. Then, in this Scoping Review (ScR) based on
   146 studies retrieved from the databases SCOPUS, Web of Science (WoS),
   and ERIC, we analyzed the implications of integrating GenAI in
   engineering and computing education from K-12 to tertiary levels. We
   adopted an approach starting from the bibliometric features of the
   studies in terms of authors, cites, years, or cluster topics, and
   navigating to the identification of methodologies, strategies, AI
   literacy instruments and guidelines, learning outcomes, and students'
   and teachers' perceptions, among other features. We advocate that
   current educational practices in engineering and computing with GenAI
   can indicate to us a roadmap of its potentialities, uses, and risks from
   the standpoint of both teachers and students, and this could help us to
   create more reflexive methodologies that enhance the teaching-learning
   process based on the evidence. Our purpose with the outcomes and
   conclusions of this scoping review is to support educators, faculty
   members, and other stakeholders in engineering and computing education
   to co-create educational methodologies that articulate GenAI with
   curricula, AI literacy, and prompt engineering encompassing students'
   learning domains such as cognitive, affective, or behavioral.",10.1109/ACCESS.2025.3541424,
"PROCEEDINGS OF THE 26TH AUSTRALASIAN COMPUTING EDUCATION CONFERENCE, ACE
   2024","Budhiraja, Ritvik and Joshi, Ishika and Akolekar, Harshal and Challa,
   Jagat Sesh and Kumar, Dhruv","PROCEEDINGS OF THE 26TH AUSTRALASIAN COMPUTING EDUCATION CONFERENCE, ACE
   2024",2024,"have garnered significant attention in the academic community. Previous
   research has evaluated these LLMs for various applications such as
   generating programming exercises and solutions. However, these
   evaluations have predominantly been conducted by instructors and
   researchers, not considering the actual usage of LLMs by students. This
   study adopts a student-first approach to comprehensively understand how
   undergraduate computer science students utilize ChatGPT, a popular LLM,
   released by OpenAI. We employ a combination of student surveys and
   interviews to obtain valuable insights into the benefits, challenges,
   and suggested improvements related to ChatGPT. Our findings suggest that
   a majority of students (over 57\%) have a convincingly positive outlook
   towards adopting ChatGPT as an aid in coursework-related tasks. However,
   our research also highlights various challenges that must be resolved
   for long-term acceptance of ChatGPT amongst students. The findings from
   this investigation have broader implications and may be applicable to
   other LLMs and their role in computing education.",10.1145/3636243.3636257,
"Exploring the Impact of Generative AI for StandUp Report Recommendations
   in Software Capstone Project Development","Neyem, Andres and Sandoval Alcocer, Juan Pablo and Mendoza, Marcelo and
   Centellas-Claros, Leonardo and Gonzalez, Luis A. and Paredes-Robles,
   Carlos","PROCEEDINGS OF THE 55TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE
   EDUCATION, SIGCSE 2024, VOL. 1",2024,"StandUp Reports play an important role in capstone software engineering
   courses, facilitating progress tracking, obstacle identification, and
   team collaboration. However, despite their significance, students often
   grapple with the challenge of creating StandUp Reports that are clear,
   concise, and actionable. This paper investigates the impact of the use
   of generative AI in producing StandUp report recommendations, aiming to
   assist students in enhancing the quality and effectiveness of their
   reports. In a semester-long capstone course, 179 students participated
   in 16 real-world software development projects. They submitted weekly
   StandUp Reports with the assistance of an AI-powered Slack, which
   analyzed their initial reports and provided suggestions for enhancing
   them using both GPT-3.5 and the early access GPT-4 API. After each
   submitted report, students voluntarily answered a survey about usability
   and suggestion preference. Furthermore, we conducted a linguistic
   analysis of the recommendations made by the algorithms to gauge reading
   ease and comprehension complexity. Our findings indicate that the
   AI-based recommendation system helped students improve the overall
   quality of their StandUp Reports throughout the semester. Students
   expressed a high level of satisfaction with the tool and exhibited a
   strong willingness to continue using it in the future. The survey
   reveals that students perceived a slight improvement when using GPT-4
   compared to GPT-3.5. Finally, a computational linguistic analysis
   performed on the recommendations demonstrates that both algorithms
   significantly improve the alignment between the generated texts and the
   students' educational level, thereby improving the quality of the
   original texts.",10.1145/3626252.3630854,
"Designing LLM-Resistant Programming Assignments: Insights and Strategies
   for CS Educators","McDanel, Bradley and Novak, Ed","PROCEEDINGS OF THE 56TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE
   EDUCATION, SIGCSE TS 2025, VOL 1",2025,"The rapid advancement of Large Language Models (LLMs) like ChatGPT has
   raised concerns among computer science educators about how programming
   assignments should be adapted. This paper explores the capabilities of
   LLMs (GPT-3.5, GPT-4, and Claude Sonnet) in solving complete, multi-part
   CS homework assignments from the SIGCSE Nifty Assignments list. Through
   qualitative and quantitative analysis, we found that LLM performance
   varied significantly across different assignments and models, with
   Claude Sonnet consistently outperforming the others. The presence of
   starter code and test cases improved performance for advanced LLMs,
   while certain assignments, particularly those involving visual elements,
   proved challenging for all models. LLMs often disregarded assignment
   requirements, produced subtly incorrect code, and struggled with
   context-specific tasks. Based on these findings, we propose strategies
   for designing LLM-resistant assignments. Our work provides insights for
   instructors to evaluate and adapt their assignments in the age of AI,
   balancing the potential benefits of LLMs as learning tools with the need
   to ensure genuine student engagement and learning.",10.1145/3641554.3701872,
