Document Title,Authors,Publication Title,Publication Year,Abstract,DOI,PDF Link
Incorporating Generative AI into Software Development Education,"Petrovska, Olga and Clift, Lee and Moller, Faron and Pearsall, Rebecca",Proceedings of the 8th Conference on Computing Education Practice,2024,"This paper explores how Generative AI can be incorporated into software development education. We present examples of formative and summative assessments, which explore various aspects of ChatGPT, including its coding capabilities, its ability to construct arguments as well as ethical issues of using ChatGPT and similar tools in education and the workplace. Our work is inspired by the insights from surveys that show that the learners on our Degree Apprenticeship Programme have a great interest in learning about and exploiting emerging AI technology. Similarly, our industrial partners have a clear interest for their employees to be formally prepared to use GenAI in their software engineering roles. In this vein, it is proposed that embedding the use of GenAI tools in a careful and creative way - by developing assessments which encourage learners to critically evaluate AI output - can be beneficial in helping learners understand the subject material being taught without the risk of the AI tools “doing the homework”.",10.1145/3633053.3633057,https://doi.org/10.1145/3633053.3633057
Seventh Workshop on Emerging Software Engineering Education(WESEE 2025),"Rathore, Santosh Singh and Tiwari, Saurabh and Farooq, Sheikh Umar",Proceedings of the 18th Innovations in Software Engineering Conference,2025,"The seventh Workshop on Emerging Software Engineering Education (WESEE) aims to discuss and examine the development of learning environments that are influencing the pedagogical strategies for the education of software engineering courses in institutions, specifically through the adoption of Generative AI (GenAI) tools and techniques. Additionally, the workshop aims to examine how industries are utilizing GenAI tools and technologies for teaching software development methods and how the developers are utilizing the material for self-learning and skill acquisition. The report is an overview of the upcoming seventh edition of WESEE, which will be held on 20th February 2025 at NIT Kurukshetra. The workshop will be held alongside the 18th Innovations in Software Engineering Conference (ISEC 2025).",10.1145/3717383.3721236,https://doi.org/10.1145/3717383.3721236
Computing Education in African Countries: A Literature Review and Contextualised Learning Materials,"Hamouda, Sally and Marshall, Linda and Sanders, Kate and Tshukudu, Ethel and Adelakun-Adeyemo, Oluwatoyin and Becker, Brett A. and Dodoo, Emma R. and Korsah, G. Ayorkor and Luvhengo, Sandani and Ola, Oluwakemi and Parkinson, Jack and Sanusi, Ismaila Temitayo",2024 Working Group Reports on Innovation and Technology in Computer Science Education,2025,"This report begins with a literature review of computing education in Africa. We found a substantial body of work, scattered over more than 80 venues, which we have brought together here for the first time. Several important themes emerge in this dataset, including the need to contextualise computing education.In the second part of this report we investigate contextualisation further. We present a pilot study, grounded in the literature review, of the development of course materials, sample code, and programming assignments for introductory programming, contextualised for six African countries: Botswana, Egypt, Ghana, Nigeria, South Africa, and Zambia. We include the materials, report on a preliminary evaluation of the materials by fellow educators in African countries, and suggest a process by which other educators could develop materials for their local contexts.",10.1145/3689187.3709606,https://doi.org/10.1145/3689187.3709606
The Effects of Generative AI on Computing Students’ Help-Seeking Preferences,"Hou, Irene and Mettille, Sophia and Man, Owen and Li, Zhuo and Zastudil, Cynthia and MacNeil, Stephen",Proceedings of the 26th Australasian Computing Education Conference,2024,"Help-seeking is a critical way that students learn new concepts, acquire new skills, and get unstuck when problem-solving in their computing courses. The recent proliferation of generative AI tools, such as ChatGPT, offers students a new source of help that is always available on-demand. However, it is unclear how this new resource compares to existing help-seeking resources along dimensions of perceived quality, latency, and trustworthiness. In this paper, we investigate the help-seeking preferences and experiences of computing students now that generative AI tools are available to them. We collected survey data (n=47) and conducted interviews (n=8) with computing students. Our results suggest that although these models are being rapidly adopted, they have not yet fully eclipsed traditional help resources. The help-seeking resources that students rely on continue to vary depending on the task and other factors. Finally, we observed preliminary evidence about how help-seeking with generative AI is a skill that needs to be developed, with disproportionate benefits for those who are better able to harness the capabilities of LLMs. We discuss potential implications for integrating generative AI into computing classrooms and the future of help-seeking in the era of generative AI.",10.1145/3636243.3636248,https://doi.org/10.1145/3636243.3636248
AI in and for K-12 Informatics Education. Life after Generative AI.,"Barendsen, Erik and Lonati, Violetta and Quille, Keith and Altin, Rukiye and Divitini, Monica and Hooshangi, Sara and Karnalim, Oscar and Kiesler, Natalie and Melton, Madison and Suero Montero, Calkin and Morpurgo, Anna",Proceedings of the 2024 on ACM Virtual Global Computing Education Conference V. 2,2024,"The use and adoption of Generative AI (GenAI) has revolutionised various sectors, including computing education. However, this narrow focus comes at a cost to the wider AI in and for educational research. This working group aims to explore current trends and explore multiple sources of information to identify areas of AI research in K-12 informatics education that are being underserved but needed in the post-GenAI AI era. Our research focuses on three areas: curriculum, teacher-professional learning and policy. The denouement of this aims to identify trends and shortfalls for AI in and for K-12 informatics education. We will systematically review the current literature to identify themes and emerging trends in AI education at K-12. This will be done under two facets, curricula and teacher-professional learning. In addition, we will conduct interviews and surveys with educators and AI experts. Next, we will examine the current policy (such as the European AI Act, and European Commission guidelines on the use of AI and data in education and training as well as international counterparts). Policies are often developed by both educators and experts in the domain, thus providing a source of topics or areas that may be added to our findings. Finally, by synthesising insights from educators, AI experts, and policymakers, as well as the literature and policy, our working group seeks to highlight possible future trends and shortfalls.",10.1145/3649409.3691073,https://doi.org/10.1145/3649409.3691073
Teach AI How to Code: Using Large Language Models as Teachable Agents for Programming Education,"Jin, Hyoungwook and Lee, Seonghee and Shin, Hyungyu and Kim, Juho",Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,2024,"This work investigates large language models (LLMs) as teachable agents for learning by teaching (LBT). LBT with teachable agents helps learners identify knowledge gaps and discover new knowledge. However, teachable agents require expensive programming of subject-specific knowledge. While LLMs as teachable agents can reduce the cost, LLMs’ expansive knowledge as tutees discourages learners from teaching. We propose a prompting pipeline that restrains LLMs’ knowledge and makes them initiate “why” and “how” questions for effective knowledge-building. We combined these techniques into TeachYou, an LBT environment for algorithm learning, and AlgoBo, an LLM-based tutee chatbot that can simulate misconceptions and unawareness prescribed in its knowledge state. Our technical evaluation confirmed that our prompting pipeline can effectively configure AlgoBo’s problem-solving performance. Through a between-subject study with 40 algorithm novices, we also observed that AlgoBo’s questions led to knowledge-dense conversations (effect size=0.71). Lastly, we discuss design implications, cost-efficiency, and personalization of LLM-based teachable agents.",10.1145/3613904.3642349,https://doi.org/10.1145/3613904.3642349
Impact of COVID-19 on Live-Coding in First-Year Computer Science Education: A Literature Review,"Kulkarni, Sourabh and Attarwala, Abbas and Raigoza, Jaime",J. Comput. Sci. Coll.,2025,"The COVID pandemic has significantly influenced educational methodologies, leading to a shift towards more interactive and technology-integrated teaching approaches. Live-coding, which involves real-time coding demonstrations, has gained recognition as a valuable tool in computer science education. This study investigates the impact of the pandemic on the popularity and application of live-coding. By conducting a comprehensive literature review of 22 research papers, this study categorizes the papers based on their publication date relative to the pandemic: pre-COVID (2017 to 2019), during COVID (2020 to 2022), and post-COVID (2023 to 2024). The papers were selected using a specific search query for live-coding in introductory computer science education on Google Scholar. A systematic literature review was performed to determine their sentiment towards live-coding, categorizing the sentiments as positive, neutral, or negative. The sentiment data were then statistically analyzed using Fisher's Exact Test to assess significant differences across the three periods. Results from this manuscript indicate shifts in positive sentiment towards live-coding during and after the pandemic.",,
First Year CS Students Exploring And Identifying Biases and Social Injustices in Text-to-Image Generative AI,"Apiola, Mikko and Vartiainen, Henriikka and Tedre, Matti",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,2024,"Generative AI is a recent breakthrough in AI. While it has become a hot topic in computing education research (CER), much of the recent research has focused on e.g. issues of plagiarism or academic integrity. One problem spot with Generative AI is its susceptibility to various kinds of algorithmic bias. In this study, we collected data from an introductory computing course, where students experimented with text-to-image generative models and reflected on their generated image sets, in terms of biases, related harms, and possible fixes. Data were collected in Fall 2023 (pilot data in Fall 2022). Data included reports from 163 students. The results show (1) a variety of bias types observed by students related to gender, ethnicity, age, as well as a variety of bias types not observed by students, (2) two major types of attributions for the source of bias: bias caused by biases in the society and bias caused by data or algorithms, and (3) a number of potential harms associated with the biases, as well as attributions of those harms in specific contexts and use cases.",10.1145/3649217.3653596,https://doi.org/10.1145/3649217.3653596
LittleGenius: Co-Designing a GPT-4 Enhanced VR Pedagogical Framework with Teachers for Primary Education,,Proceedings of the 24th ACM International Conference on Intelligent Virtual Agents,2024,"This study introduces LittleGenius, a VR tool integrated with GPT-4 for primary education. Combining GPT-4’s advanced natural language processing with VR technology, LittleGenius creates an engaging learning environment. Users interact with an astronaut floating outside the International Space Station. A specialized GPT prompt was developed to foster deeper engagement through knowledge construction. The system enables natural speech interaction using Microsoft Azure’s Speech Cognitive Services. Nine in-service teachers evaluated the design, giving positive feedback, especially on the interactive astronaut agent’s engaging questions that could deepen student understanding. Future development will expand content and customize the system for diverse communication preferences and learning styles.",10.1145/3652988.3673941,https://doi.org/10.1145/3652988.3673941
Exploring Large Language Model-Powered Pedagogical Approaches to Cybersecurity Education,"Chhetri, Chola",Proceedings of the 25th Annual Conference on Information Technology Education,2024,"The adoption of artificial intelligence (AI) technologies by businesses and corporations is rising. AI technologies continue to be adopted in cybersecurity for both defensive and offensive strategies. However, threat actors also persist in utilizing these technologies to enhance the speed, accuracy, and sophistication of their attacks. Hence, it is essential to train the next generation of cybersecurity learners not only on how to use AI technology but also on how to leverage these technologies to enhance the efficiency of their work. This extended abstract describes our exploratory work on the use of generative AI-based pedagogical approaches in cybersecurity education. This extended abstract will describe some preliminary findings on large language model-powered pedagogical approaches to cybersecurity education and training. These approaches will help cybersecurity educators enhance their teaching methods to equip learners with the essential skills needed to succeed in the dynamic field of cybersecurity.",10.1145/3686852.3686887,https://doi.org/10.1145/3686852.3686887
"Integrating Small Language Models with Retrieval-Augmented Generation in Computing Education: Key Takeaways, Setup, and Practical Insights","Yu, Zezhu and Liu, Suqing and Denny, Paul and Bergen, Andreas and Liut, Michael",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"Leveraging a Large Language Model (LLM) for personalized learning in computing education is promising, yet cloud-based LLMs pose risks around data security and privacy. To address these concerns, we developed and deployed a locally stored Small Language Model (SLM) utilizing Retrieval-Augmented Generation (RAG) methods to support computing students' learning. Previous work has demonstrated that SLMs can match or surpass popular LLMs (gpt-3.5-turbo and gpt-4-32k) in handling conversational data from a CS1 course. We deployed SLMs with RAG (SLM + RAG) in a large course with more than 250 active students, fielding nearly 2,000 student questions, while evaluating data privacy, scalability, and feasibility of local deployments. This paper provides a comprehensive guide for deploying SLM + RAG systems, detailing model selection, vector database choice, embedding methods, and pipeline frameworks. We share practical insights from our deployment, including scalability concerns, accuracy versus context length trade-offs, guardrails and hallucination reduction, as well as data privacy maintenance. We address the",10.1145/3641554.3701844,https://doi.org/10.1145/3641554.3701844
Understanding the Impact of Using Generative AI Tools in a Database Course,"Ramirez Osorio, Valeria and Zavaleta Bernuy, Angela and Simion, Bogdan and Liut, Michael",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"Generative Artificial Intelligence (GenAI) and Large Language Models (LLMs) have led to changes in educational practices by creating opportunities for personalized learning and immediate support. Computer science student perceptions and behaviors towards GenAI tools have been studied, but the effects of such tools on student learning have yet to be determined conclusively. We investigate the impact of GenAI tools on computing students' performance in a database course and aim to understand why students use GenAI tools in assignments. Our mixed-methods study (N=226) asked students to self-report whether they used a GenAI tool to complete a part of an assignment and why. Our results reveal that students utilizing GenAI tools performed better on the assignment part in which LLMs were permitted but did worse in other parts of the assignment and in the course overall. Also, those who did not use GenAI tools viewed more discussion board posts and participated more than those who used ChatGPT. This suggests that using GenAI tools may not lead to better skill development or mental models, at least not if the use of such tools is unsupervised, and that engagement with official course help supports may be affected. Further, our thematic analysis of reasons for using or not using GenAI tools, helps understand why students are drawn to these tools. Shedding light into such aspects empowers instructors to be proactive in how to encourage, supervise, and handle the use or integration of GenAI into courses, fostering good learning habits.",10.1145/3641554.3701785,https://doi.org/10.1145/3641554.3701785
A Self-Regulated Learning Framework using Generative AI and its Application in CS Educational Intervention Design,"Prasad, Prajish and Sane, Aamod",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,2024,"Self-regulation refers to the ability to plan, monitor, control and reflect on one's problem-solving process. Prior research has shown that self-regulated learning (SRL) strategies help improve novice performance in solving programming problems. However, with the advent of LLM tools like ChatGPT, novices can generate fairly accurate code by just providing the problem prompt, and hence may forego applying essential self-regulation strategies such as planning and reflection to solve the problem. In this position paper, we discuss challenges and opportunities that generative AI technologies pose for novices' self-regulation strategies in the context of programming problem solving. We believe that the key challenge facing educators is that such technologies may hamper novices' ability to regulate their programming problem solving process.On the other hand, these technologies also open up the possibility to design new interventions that promote better SRL strategies in learners. We draw on generic and domain-specific self-regulated learning theories as the basis of our work, and propose an SRL framework that incorporates use of generative AI tools in programming problem solving. We illustrate how the proposed framework guides exploration of the design space of interventions that integrate generative AI in CS education.",10.1145/3626252.3630828,https://doi.org/10.1145/3626252.3630828
The Influence of Generative AI on Pedagogy and Assessment in Computing Education,"Mehta, Jean and Becker, Brett A. and Hsin, Wen-Jung and Hummel, Joe and Kerney, Bill and Krupp, Brian",J. Comput. Sci. Coll.,2023,"Student access to Generative AI tools stands to alter the way we teach as well as the way we assess our student's learning. ChatGPT has only been available for a few months, but already instructors are concerned about its wide use and implications. Love it? Hate it? Embed it in your course? Ban its use? Will this change not just how we teach but what we teach, when we teach it and even who we teach? Most of us have been wrestling with these questions, and more. Panelists will speak of how they altered their pedagogy, and the results, in both in-person and online courses.",,
The Role of Formal Methods in Computer Science Education,"ter Beek, Maurice and Broy, Manfred and Dongol, Brijesh",ACM Inroads,2024,,10.1145/3702231,https://doi.org/10.1145/3702231
"In an Interdisciplinary World, Computer Science Education Must Adapt","Green, Karen",ACM Inroads,2024,,10.1145/3701622,https://doi.org/10.1145/3701622
Prompt Problems: A New Programming Exercise for the Generative AI Era,"Denny, Paul and Leinonen, Juho and Prather, James and Luxton-Reilly, Andrew and Amarouche, Thezyrie and Becker, Brett A. and Reeves, Brent N.",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,2024,"Large language models (LLMs) are revolutionizing the field of computing education with their powerful code-generating capabilities. Traditional pedagogical practices have focused on code writing tasks, but there is now a shift in importance towards reading, comprehending and evaluating LLM-generated code. Alongside this shift, an important new skill is emerging -- the ability to solve programming tasks by constructing good prompts for code-generating models. In this work we introduce a new type of programming exercise to hone this nascent skill: 'Prompt Problems'. Prompt Problems are designed to help students learn how to write effective prompts for AI code generators. A student solves a Prompt Problem by crafting a natural language prompt which, when provided as input to an LLM, outputs code that successfully solves a specified programming task. We also present a new web-based tool called Promptly which hosts a repository of Prompt Problems and supports the automated evaluation of prompt-generated code. We deploy Promptly in one CS1 and one CS2 course and describe our experiences, which include student perceptions of this new type of activity and their interactions with the tool. We find that students are enthusiastic about Prompt Problems, and appreciate how the problems engage their computational thinking skills and expose them to new programming constructs. We discuss ideas for the future development of new variations of Prompt Problems, and the need to carefully study their integration into classroom practice.",10.1145/3626252.3630909,https://doi.org/10.1145/3626252.3630909
Proceedings of the 2024 on RESPECT Annual Conference,"Smith, Julie M.",Proceedings of the 2024 on RESPECT Annual Conference,2024,"Research Questions: (1) Is there a pattern of racial bias in student advising recommendations made by generative AI? (2) What safeguards can promote equity when using generative AI in high-stakes decision-making? Methodology: Using lists of names associated with various ethnic/racial groups, we asked ChatGPT and Claude AI for recommendations for colleges and majors for each student. Results: ChatGPT was more likely to recommend STEM majors to some student groups. ChatGPT did not show systematic bias in various metrics of school quality, but Claude AI did. There were also overall differences in the colleges recommended by Claude AI and ChatGPT. Implications: We provide cautions and recommendations for using generative AI in high-stakes tasks.",10.1145/3653666.3656065,https://doi.org/10.1145/3653666.3656065
Pedagogical Evaluation of Generative AI Course for Technologists,"Bandi, Ajay",J. Comput. Sci. Coll.,2025,"Generative AI is a transformative technology that impacts various fields, including software development, data analytics, and cybersecurity. To address this, we have designed and developed a Generative AI course for technologists, integrating foundational knowledge of various Gen AI architecture models with hands-on practical experience using Python libraries, including HuggingFace. This paper discusses the detailed course structure and assessments. A pedagogical evaluation approach is followed to identify the challenges encountered in the course and how to overcome them. The results demonstrate that the Generative AI Course for Technologists effectively equips students with technical expertise and critical thinking skills through a balanced combination of theoretical concepts and practical exercises, such as chatbot development and prompt engineering. The course addresses challenges like hardware limitations and API integration by proposing future improvements, including a dedicated Python module and access to cloud-based GPU tools, ensuring learners are well-prepared to navigate and ethically apply Generative AI in real-world contexts.",,
Teaching Ethics in Computing: A Systematic Literature Review of ACM Computer Science Education Publications,"Brown, Noelle and Xie, Benjamin and Sarder, Ella and Fiesler, Casey and Wiese, Eliane S.",ACM Trans. Comput. Educ.,2024,"The computing education research community now has at least 40 years of published research on teaching ethics in higher education. To examine the state of our field, we present a systematic literature review of papers in the Association for Computing Machinery computing education venues that describe teaching ethics in higher-education computing courses. Our review spans all papers published to SIGCSE, ICER, ITiCSE, CompEd, Koli Calling, and TOCE venues through 2022, with 100 papers fulfilling our inclusion criteria. Overall, we found a wide variety in content, teaching strategies, challenges, and recommendations. The majority of the papers did not articulate a conception of “ethics,” and those that did used many different conceptions, from broadly applicable ethical theories to social impact to specific computing application areas (e.g., data privacy and hacking). Instructors used many different pedagogical strategies (e.g., discussions, lectures, assignments) and formats (e.g., stand-alone courses, incorporated within a technical course). Many papers identified measuring student knowledge as a particular challenge, and 59% of papers included mention of assessments or grading. Of the 69% of papers that evaluated their ethics instruction, most used student self-report surveys, course evaluations, and instructor reflections. While many papers included calls for more ethics content in computing, specific recommendations were rarely broadly applicable, preventing a synthesis of guidelines. To continue building on the last 40 years of research and move toward a set of best practices for teaching ethics in computing, our community should delineate our varied conceptions of ethics, examine which teaching strategies are best suited for each, and explore how to measure student learning.",10.1145/3634685,https://doi.org/10.1145/3634685
Workshop Report on Emerging Software Engineering Education,"Rathore, Santosh Singh and Tiwari, Saurabh and Farooq, Sheikh Umar",Proceedings of the 17th Innovations in Software Engineering Conference,2024,"Software engineering is rapidly adapting to meet the demands of contemporary customers and the challenges posed by relentless technological advancements. A well-prepared and highly competent workforce is crucial to propel this evolution, making it a pivotal element for the successful future of software engineering. To instill the art and science of software engineering across diverse age groups, innovative teaching methods must be introduced at all levels of education dissemination. Software engineering stands out as one of the most dynamic subjects in computer science curricula, spanning both undergraduate and postgraduate levels, given the continuous emergence of new software development process models, methods, and tools. A comprehensive software engineering course should encompass various processes, methods, and tools necessary to support large-scale software systems’ development, operation, and maintenance. Moreover, these courses should significantly emphasize developing the interpersonal and communication skills essential for a well-rounded software engineer.",10.1145/3641399.3641436,https://doi.org/10.1145/3641399.3641436
Generative AI in Introductory Programming Instruction: Examining the Assistance Dilemma with LLM-Based Code Generators,"Poitras, Eric and Crane, Brent and Siegel, Angela",Proceedings of the 2024 on ACM Virtual Global Computing Education Conference V. 1,2024,"Problem decomposition is an important skill in programming, allowing learners to break down complex tasks into manageable subgoals. However, translating these subgoals into executable code poses a significant challenge for novice programmers. In this study conducted in an introductory programming course, learners received instruction in stepwise refinement and integration of AI-generated code within their assignments. Throughout the course, learners were permitted to rely on AI code generators, following opportunities to receive feedback on their ability to read and write code without AI assistance.  Our findings show that learners frequently relied on AI-generated code when working on assignments outside the classroom, but that the frequency of reliance varied from one assignment to another. The reliance on AI-generated code was not correlated with the learners' year in their degree, nor whether they were enrolled in a CS degree or not. Instead, it was associated with their prior knowledge, as learners who were less proficient in reading and writing code were more likely to seek AI assistance.  AI tools were primarily used to translate subgoals into code, fix errors, and explain algorithmic concepts. Few learners encountered difficulties in understanding or integrating AI generated code into their solutions. Overall, learner performance in meeting assignment requirements was relatively high, regardless of their prior knowledge or reliance on AI code generators. We conclude that leveraging the capabilities of generative AI can effectively bridge the gap between problem-solving and implementation, enabling learners to engage in skills that might otherwise be beyond their reach.",10.1145/3649165.3690111,https://doi.org/10.1145/3649165.3690111
ITiCSE-WGR '23: Proceedings of the 2023 Working Group Reports on Innovation and Technology in Computer Science Education,,,2023,"In these proceedings, we present papers from the Working Groups that worked in the context of the 28th Annual Conference on Innovation &amp; Technology in Computer Science Education (ITiCSE), held in Turku Finland, and hosted by University of Turku from the 10th to the 12th of July 2023.The concept of Working Groups has been a unique feature of the ITiCSE conference series since its inception, with CompEd adopting the Working Group practice in 2019. A Working Group typically comprises 5 to 10 researchers who work together on a project related to computing education. Working Groups provide a wonderful opportunity to work intensively on a topic of interest with an international group of computing education researchers. This unique experience is one that, in our opinion, each Computer Science Educator should strive to participate in at least once.In 2023, 13 proposals for Working Groups were received and six Working Groups were selected by the Working Group chairs to recruit members and proceed for ITiCSE 2023. There were over 100 member applications to Working Groups, with 67 being accepted across the six Working Groups.",,
Early Adoption of Custom Generative AI Bots in Online Forums for CS Courses,"Chen, Matt",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,2025,"This lightning talk presents insights from a pilot program in an IT Faculty, where custom generative AI bots were integrated into online forums across 20 courses over two semesters in 2024. The AI bots were trained on specific course content and past student questions to provide tailored responses to student inquiries, with all responses reviewed by teaching staff before being released to students.This approach, distinct from the direct use of large language models (LLMs) like ChatGPT or Claude, offers targeted information aligned with course material and ensures accuracy while preventing the disclosure of assignment answers. The mechanism is designed to support large computer science courses, including first-year courses with over 1,000 students, where timely and comprehensive staff responses can be challenging.This talk will explore the benefits and drawbacks of using generative AI bots in the CS context. It will also examine the factors influencing staff acceptance and trust in chatbot responses and how AI impacts the types and quality of student questions in forums. Key lessons learned and challenges encountered during the program's implementation will also be shared.",10.1145/3641555.3705076,https://doi.org/10.1145/3641555.3705076
Large Language Model-Supported Software Testing with the CS Matrix Taxonomy,"Crandall, Johannah L. and Crandall, Aaron S.",J. Comput. Sci. Coll.,2024,"New breakthroughs in code synthesis from Generative Pre-Trained Transformers (GPT) and Large Language Model (LLM) algorithms are driving significant changes to software engineering education. Having algorithms able to generate components of a software project means that software developers will need stronger skills in requirements specification to guide code generation as well as stronger skills in code review, testing, and integration to incorporate AI-generated code into projects. Shifts in industry and classroom practices are already occurring with the availability of inline code generation tools like GitHub's Copilot, which makes discussion of pedagogical strategies in this area a timely topic. Of immediate concern in computer science education is the potential for LLM-generated code and code help to undermine the learning of CS students. In order to avoid such undermining in even intentional uses of LLM-enhanced learning supports, it is necessary to clarify the roles such supports need to play in the pedagogical process. The Computer Science Matrix Taxonomy provides a strong framework for organizing software testing learning outcomes as well as delineating the operational space in which LLM-based feedback tools should operate to support those learning outcomes. In this paper, the authors operationalize the CS Matrix Taxonomy for software testing learning outcomes and illustrate the integration of LLM-generated test strategy suggestions as an extension of the peer coding/testing model. The work includes examples of AI-generated code testing suggestions that students would use to help guide their own code synthesis for assignments or projects.",,
"Integrating Ethics into Computer Science Education: Multi-, Inter-, and Transdisciplinary Approaches","Goetze, Trystan S.",Proceedings of the 54th ACM Technical Symposium on Computer Science Education V. 1,2023,"While calls to integrate ethics into computer science education go back decades, recent high-profile ethical failures related to computing technology by large technology companies, governments, and academic institutions have accelerated the adoption of computer ethics education at all levels of instruction. Discussions of how to integrate ethics into existing computer science programmes often focus on the structure of the intervention---embedded modules or dedicated courses, humanists or computer scientists as ethics instructors---or on the specific content to be included---lists of case studies and essential topics to cover. While proponents of computer ethics education often emphasize the importance of closely connecting ethical and technical content in these initiatives, most do not reflect in depth on the variety of ways in which the disciplines can be combined. In this paper, I deploy a framework from cross-disciplinary studies that categorizes academic projects that work across disciplines as multidisciplinary, interdisciplinary, or transdisciplinary, depending on the degree of integration. When applied to computer ethics education, this framework is orthogonal to the structure and content of the initiative, as I illustrate using examples of dedicated ethics courses and embedded modules. It therefore highlights additional features of cross-disciplinary teaching that need to be considered when planning a computer ethics programme. I argue that computer ethics education should aim to be at least interdisciplinary-multidisciplinary initiatives are less aligned with the pedagogical aims of computer ethics-and that computer ethics educators should experiment with fully transdisciplinary education that could transform computer science as a whole for the better.",10.1145/3545945.3569792,https://doi.org/10.1145/3545945.3569792
Integrating Small-scale Autonomous Vehicles in CS Education: An Experience Report,"Silvis-Cividjian, Natalia and Kenyon, Joshua and Gallup, Maximilian and Groot, Elias and Wezenbeek, Hugo van and Lira-Cossio, Eduardo and Althuisius, Niels",Proceedings of the 30th ACM Conference on Innovation and Technology in Computer Science Education V. 1,2025,"Teaching software systems engineering is neither effective, nor inspiring if students cannot practice the conveyed theory. We report on a hands-on approach that closes the gap by means of off-the-shelf and in-house realistic miniature models of autonomous vehicles. It is innovative that the infrastructure extends beyond the widely-used solutions, to digitally controlled cars and trains, with open hardware and extendable sensory/actuating capabilities (cameras, opto-sensors, proximity sensors, LEDs, displays) operating in realistic mini-environments, including line-marked roads, railways, traffic-lights and -signs, tunnels and railroad switches. For many years already, we have been using these vehicles to structurally teach physical computing (300 undergraduates yearly) and systems testing (12 graduates yearly), and for incidental individual research projects. Recently, we started two initiatives that stimulate a more dynamic know-how transfer across generations. The first is a better scalable undergraduate capstone project, where groups of students work on a 'hot' research topic in autonomous driving. The second motivates student teams to go the extra mile in an international intelligent car race competition. Evaluations showed that although unusual for a non-engineering curriculum, 'playing' with autonomous vehicles is an excellent strategy to discover the interaction of software with hardware and environment, to better consolidate existing knowledge on programming and testing, and to explore new fields, such as AI-based computer vision, navigation and safety, adding in all cases more fun and motivation. We share the design of the scaffolding and teaching initiatives, together with lessons learned which will hopefully inspire other educators in shaping engaging and future-proof CS curricula.",10.1145/3724363.3729078,https://doi.org/10.1145/3724363.3729078
Student Perspectives on Using a Large Language Model (LLM) for an Assignment on Professional Ethics,,Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,2024,"The advent of Large Language Models (LLMs) started a serious discussion among educators on how LLMs would affect, e.g., curricula, assessments, and students' competencies. Generative AI and LLMs also raised ethical questions and concerns for computing educators and professionals.This experience report presents an assignment within a course on professional competencies, including some related to ethics, that computing master's students need in their careers. For the assignment, student groups discussed the ethical process by Lennerfors et al. by analyzing a case: a fictional researcher considers whether to attend the real CHI 2024 conference in Hawaii. The tasks were (1) to participate in in-class discussions on the case, (2) to use an LLM of their choice as a discussion partner for said case, and (3) to document both discussions, reflecting on their use of the LLM.Students reported positive experiences with the LLM as a way to increase their knowledge and understanding, although some identified limitations. The LLM provided a wider set of options for action in the studied case, including unfeasible ones. The LLM would not select a course of action, so students had to choose themselves, which they saw as coherent.From the educators' perspective, there is a need for more instruction for students using LLMs: some students did not perceive the tools as such but rather as an authoritative knowledge base. Therefore, this work has implications for educators considering the use of LLMs as discussion partners or tools to practice critical thinking, especially in computing ethics education.",10.1145/3649217.3653624,https://doi.org/10.1145/3649217.3653624
Assessing Software Engineering Students' Analytical Skills in the Era of Generative AI,"Petrovska, Olga and Pearsall, Rebecca and Clift, Lee",Proceedings of the 9th Conference on Computing Education Practice,2025,This poster showcases an assessment designed to develop and evaluate software engineering students’ code analysis skills. We demonstrate how students approached code analysis tasks when given multiple code samples created by a human and various AI tools.,10.1145/3702212.3702223,https://doi.org/10.1145/3702212.3702223
Models of Mastery Learning for Computing Education,"Szabo, Claudia and Parker, Miranda C. and Friend, Michelle and Jeuring, Johan and Kohn, Tobias and Malmi, Lauri and Sheard, Judithe",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"The application of mastery learning, where students progress through their learning in a self-paced manner until they have mastered specific concepts, is considered appealing for teaching introductory programming courses. Despite its growing popularity in computing and its extensive use in other disciplines, there is no overview of the design of courses that use mastery learning. In this position paper, we present an overview of five mastery learning models and discuss examples of how these can be applied in practice, both in foundational programming as well as more advanced courses. Our analysis focuses on the student progression through the course, the assessment structure, and the support for self-paced learning, including for struggling students. This work provides a greater understanding of mastery learning and its application in a computing education context.",10.1145/3641554.3701868,https://doi.org/10.1145/3641554.3701868
